X_coord,Y_coord,key,dateCollected,type,ID,rep,depth,block,depth1,ol_bd,BD,MC,coreLength,coreArea,coreVol,VMC,BD_g_mean,group_q75,group_q25,group_iqr,grid,lat,lon
706,504384.9405,252370.9596,SP264,30/10/2012,SP,26,1,4,1,50,FALSE,1.45,0.15,55.8,7.092884,39.58,0.15,1.4125,1.49,1.365,0.125,TL0438452370,52.159745,-0.47546717
708,504384.9405,252370.9596,SP264,30/10/2012,SP,26,2,4,1,50,FALSE,1.55,0.14,55.5,7.092884,39.37,0.14,1.4125,1.49,1.365,0.125,TL0438452370,52.159745,-0.47546717
709,504384.9405,252370.9596,SP264,30/10/2012,SP,26,2,4,1,50,FALSE,1.55,0.14,55.5,7.092884,39.37,0.14,1.4125,1.49,1.365,0.125,TL0438452370,52.159745,-0.47546717
711,504384.9405,252370.9596,SP264,30/10/2012,SP,26,3,4,1,50,FALSE,1.5,0.14,53.1,7.092884,37.66,0.14,1.4125,1.49,1.365,0.125,TL0438452370,52.159745,-0.47546717
712,504384.9405,252370.9596,SP264,30/10/2012,SP,26,3,4,1,50,FALSE,1.5,0.14,53.1,7.092884,37.66,0.14,1.4125,1.49,1.365,0.125,TL0438452370,52.159745,-0.47546717
714,504395.7246,252473.5041,SP201,18/10/2012,SP,20,3,1,1,5,FALSE,1.14,0.25,48.8,7.092884,34.61,0.25,0.999833333333333,1.1,0.9175,0.1825,TL0439552473,52.160669,-0.47527479
715,504395.7246,252473.5041,SP201,18/10/2012,SP,20,3,1,1,5,FALSE,1.14,0.25,48.8,7.092884,34.61,0.25,0.999833333333333,1.1,0.9175,0.1825,TL0439552473,52.160669,-0.47527479
717,504395.7246,252473.5041,SP201,18/10/2012,SP,20,2,1,1,5,FALSE,1.07,0.32,52.5,7.092884,37.24,0.32,0.999833333333333,1.1,0.9175,0.1825,TL0439552473,52.160669,-0.47527479
718,504395.7246,252473.5041,SP201,18/10/2012,SP,20,2,1,1,5,FALSE,1.07,0.32,52.5,7.092884,37.24,0.32,0.999833333333333,1.1,0.9175,0.1825,TL0439552473,52.160669,-0.47527479
720,504395.7246,252473.5041,SP201,18/10/2012,SP,20,1,1,1,5,FALSE,0.95,0.32,46.5,7.092884,32.98,0.32,0.999833333333333,1.1,0.9175,0.1825,TL0439552473,52.160669,-0.47527479
721,504395.7246,252473.5041,SP201,18/10/2012,SP,20,1,1,1,5,FALSE,0.95,0.32,46.5,7.092884,32.98,0.32,0.999833333333333,1.1,0.9175,0.1825,TL0439552473,52.160669,-0.47527479
723,504395.7246,252473.5041,SP202,18/10/2012,SP,20,1,2,1,15,FALSE,1.19,0.23,50.7,7.092884,35.96,0.23,1.2075,1.3,1.1275,0.1725,TL0439552473,52.160669,-0.47527479
724,504395.7246,252473.5041,SP202,18/10/2012,SP,20,1,2,1,15,FALSE,1.19,0.23,50.7,7.092884,35.96,0.23,1.2075,1.3,1.1275,0.1725,TL0439552473,52.160669,-0.47527479
726,504395.7246,252473.5041,SP202,18/10/2012,SP,20,2,2,1,15,FALSE,1.22,0.25,52.8,7.092884,37.45,0.25,1.2075,1.3,1.1275,0.1725,TL0439552473,52.160669,-0.47527479
727,504395.7246,252473.5041,SP202,18/10/2012,SP,20,2,2,1,15,FALSE,1.22,0.25,52.8,7.092884,37.45,0.25,1.2075,1.3,1.1275,0.1725,TL0439552473,52.160669,-0.47527479
729,504395.7246,252473.5041,SP202,18/10/2012,SP,20,3,2,1,15,FALSE,1.28,0.21,48.7,7.092884,34.54,0.21,1.2075,1.3,1.1275,0.1725,TL0439552473,52.160669,-0.47527479
730,504395.7246,252473.5041,SP202,18/10/2012,SP,20,3,2,1,15,FALSE,1.28,0.21,48.7,7.092884,34.54,0.21,1.2075,1.3,1.1275,0.1725,TL0439552473,52.160669,-0.47527479
732,504395.7246,252473.5041,SP203,18/10/2012,SP,20,2,3,1,30,FALSE,1.4,0.24,47.4,7.092884,33.62,0.24,1.3115,1.38,1.24,0.14,TL0439552473,52.160669,-0.47527479
733,504395.7246,252473.5041,SP203,18/10/2012,SP,20,2,3,1,30,FALSE,1.4,0.24,47.4,7.092884,33.62,0.24,1.3115,1.38,1.24,0.14,TL0439552473,52.160669,-0.47527479
735,504395.7246,252473.5041,SP203,18/10/2012,SP,20,3,3,1,30,FALSE,1.54,0.21,31.6,7.092884,22.41,0.21,1.3115,1.38,1.24,0.14,TL0439552473,52.160669,-0.47527479
736,504395.7246,252473.5041,SP203,18/10/2012,SP,20,3,3,1,30,FALSE,1.54,0.21,31.6,7.092884,22.41,0.21,1.3115,1.38,1.24,0.14,TL0439552473,52.160669,-0.47527479
738,504395.7246,252473.5041,SP203,18/10/2012,SP,20,1,3,1,30,FALSE,1.36,0.2,59,7.092884,41.85,0.2,1.3115,1.38,1.24,0.14,TL0439552473,52.160669,-0.47527479
739,504395.7246,252473.5041,SP203,18/10/2012,SP,20,1,3,1,30,FALSE,1.36,0.2,59,7.092884,41.85,0.2,1.3115,1.38,1.24,0.14,TL0439552473,52.160669,-0.47527479
741,504395.7246,252473.5041,SP204,18/10/2012,SP,20,1,4,1,50,FALSE,1.45,0.21,39.7,7.092884,28.16,0.21,1.4125,1.49,1.365,0.125,TL0439552473,52.160669,-0.47527479
742,504395.7246,252473.5041,SP204,18/10/2012,SP,20,1,4,1,50,FALSE,1.45,0.21,39.7,7.092884,28.16,0.21,1.4125,1.49,1.365,0.125,TL0439552473,52.160669,-0.47527479
744,504395.7246,252473.5041,SP204,18/10/2012,SP,20,3,4,1,50,FALSE,1.53,0.2,46.3,7.092884,32.84,0.2,1.4125,1.49,1.365,0.125,TL0439552473,52.160669,-0.47527479
745,504395.7246,252473.5041,SP204,18/10/2012,SP,20,3,4,1,50,FALSE,1.53,0.2,46.3,7.092884,32.84,0.2,1.4125,1.49,1.365,0.125,TL0439552473,52.160669,-0.47527479
747,504395.7246,252473.5041,SP204,18/10/2012,SP,20,2,4,1,50,FALSE,1.42,0.22,37.9,7.092884,26.88,0.22,1.4125,1.49,1.365,0.125,TL0439552473,52.160669,-0.47527479
748,504395.7246,252473.5041,SP204,18/10/2012,SP,20,2,4,1,50,FALSE,1.42,0.22,37.9,7.092884,26.88,0.22,1.4125,1.49,1.365,0.125,TL0439552473,52.160669,-0.47527479
750,504403.189,252305.545,PA401,09/10/2012,PA,40,2,1,1,5,FALSE,0.94,0.45,60.9,7.092884,43.2,0.45,0.961419041666667,1.0525,0.88,0.1725,TL0440352305,52.159158,-0.47520949
751,504403.189,252305.545,PA401,09/10/2012,PA,40,2,1,1,5,FALSE,0.94,0.45,60.9,7.092884,43.2,0.45,0.961419041666667,1.0525,0.88,0.1725,TL0440352305,52.159158,-0.47520949
753,504403.189,252305.545,PA401,09/10/2012,PA,40,1,1,1,5,FALSE,0.99,0.39,60.3,7.092884,42.77,0.39,0.961419041666667,1.0525,0.88,0.1725,TL0440352305,52.159158,-0.47520949
754,504403.189,252305.545,PA401,09/10/2012,PA,40,1,1,1,5,FALSE,0.99,0.39,60.3,7.092884,42.77,0.39,0.961419041666667,1.0525,0.88,0.1725,TL0440352305,52.159158,-0.47520949
756,504403.189,252305.545,PA401,09/10/2012,PA,40,3,1,1,5,FALSE,0.99,0.41,51.5,7.092884,36.53,0.41,0.961419041666667,1.0525,0.88,0.1725,TL0440352305,52.159158,-0.47520949
757,504403.189,252305.545,PA401,09/10/2012,PA,40,3,1,1,5,FALSE,0.99,0.41,51.5,7.092884,36.53,0.41,0.961419041666667,1.0525,0.88,0.1725,TL0440352305,52.159158,-0.47520949
759,504403.189,252305.545,PA402,09/10/2012,PA,40,1,2,1,15,FALSE,1.2,0.29,45.9,7.092884,32.56,0.29,1.18375728333333,1.27,1.0975,0.1725,TL0440352305,52.159158,-0.47520949
760,504403.189,252305.545,PA402,09/10/2012,PA,40,1,2,1,15,FALSE,1.2,0.29,45.9,7.092884,32.56,0.29,1.18375728333333,1.27,1.0975,0.1725,TL0440352305,52.159158,-0.47520949
762,504403.189,252305.545,PA402,09/10/2012,PA,40,2,2,1,15,FALSE,1,0.33,58.6,7.092884,41.56,0.33,1.18375728333333,1.27,1.0975,0.1725,TL0440352305,52.159158,-0.47520949
763,504403.189,252305.545,PA402,09/10/2012,PA,40,2,2,1,15,FALSE,1,0.33,58.6,7.092884,41.56,0.33,1.18375728333333,1.27,1.0975,0.1725,TL0440352305,52.159158,-0.47520949
765,504403.189,252305.545,PA402,09/10/2012,PA,40,3,2,1,15,FALSE,1.26,0.28,54.9,7.092884,38.94,0.28,1.18375728333333,1.27,1.0975,0.1725,TL0440352305,52.159158,-0.47520949
766,504403.189,252305.545,PA402,09/10/2012,PA,40,3,2,1,15,FALSE,1.26,0.28,54.9,7.092884,38.94,0.28,1.18375728333333,1.27,1.0975,0.1725,TL0440352305,52.159158,-0.47520949
768,504403.189,252305.545,PA403,09/10/2012,PA,40,1,3,1,30,FALSE,1.18,0.3,36.2,7.092884,25.68,0.3,1.26987564166667,1.3525,1.21,0.1425,TL0440352305,52.159158,-0.47520949
769,504403.189,252305.545,PA403,09/10/2012,PA,40,1,3,1,30,FALSE,1.18,0.3,36.2,7.092884,25.68,0.3,1.26987564166667,1.3525,1.21,0.1425,TL0440352305,52.159158,-0.47520949
771,504403.189,252305.545,PA403,09/10/2012,PA,40,2,3,1,30,FALSE,1.28,0.27,56.5,7.092884,40.07,0.27,1.26987564166667,1.3525,1.21,0.1425,TL0440352305,52.159158,-0.47520949
772,504403.189,252305.545,PA403,09/10/2012,PA,40,2,3,1,30,FALSE,1.28,0.27,56.5,7.092884,40.07,0.27,1.26987564166667,1.3525,1.21,0.1425,TL0440352305,52.159158,-0.47520949
774,504403.189,252305.545,PA403,09/10/2012,PA,40,3,3,1,30,FALSE,1.32,0.27,44.9,7.092884,31.85,0.27,1.26987564166667,1.3525,1.21,0.1425,TL0440352305,52.159158,-0.47520949
775,504403.189,252305.545,PA403,09/10/2012,PA,40,3,3,1,30,FALSE,1.32,0.27,44.9,7.092884,31.85,0.27,1.26987564166667,1.3525,1.21,0.1425,TL0440352305,52.159158,-0.47520949
777,504403.189,252305.545,PA404,09/10/2012,PA,40,1,4,1,50,FALSE,1.24,0.22,53.3,7.092884,37.81,0.22,1.37158333333333,1.45,1.3,0.15,TL0440352305,52.159158,-0.47520949
778,504403.189,252305.545,PA404,09/10/2012,PA,40,1,4,1,50,FALSE,1.24,0.22,53.3,7.092884,37.81,0.22,1.37158333333333,1.45,1.3,0.15,TL0440352305,52.159158,-0.47520949
780,504403.189,252305.545,PA404,09/10/2012,PA,40,2,4,1,50,FALSE,1.43,0.2,56.5,7.092884,40.07,0.2,1.37158333333333,1.45,1.3,0.15,TL0440352305,52.159158,-0.47520949
781,504403.189,252305.545,PA404,09/10/2012,PA,40,2,4,1,50,FALSE,1.43,0.2,56.5,7.092884,40.07,0.2,1.37158333333333,1.45,1.3,0.15,TL0440352305,52.159158,-0.47520949
783,504403.189,252305.545,PA404,09/10/2012,PA,40,3,4,1,50,FALSE,1.44,0.2,56.4,7.092884,40,0.2,1.37158333333333,1.45,1.3,0.15,TL0440352305,52.159158,-0.47520949
784,504403.189,252305.545,PA404,09/10/2012,PA,40,3,4,1,50,FALSE,1.44,0.2,56.4,7.092884,40,0.2,1.37158333333333,1.45,1.3,0.15,TL0440352305,52.159158,-0.47520949
786,504403.189,252365.545,PA351,09/10/2012,PA,35,2,1,1,5,FALSE,0.86,0.48,56.5,7.092884,40.07,0.48,0.961419041666667,1.0525,0.88,0.1725,TL0440352365,52.159697,-0.47519106
787,504403.189,252365.545,PA351,09/10/2012,PA,35,2,1,1,5,FALSE,0.86,0.48,56.5,7.092884,40.07,0.48,0.961419041666667,1.0525,0.88,0.1725,TL0440352365,52.159697,-0.47519106
789,504403.189,252365.545,PA351,09/10/2012,PA,35,1,1,1,5,FALSE,0.87,0.49,38,7.092884,26.95,0.49,0.961419041666667,1.0525,0.88,0.1725,TL0440352365,52.159697,-0.47519106
790,504403.189,252365.545,PA351,09/10/2012,PA,35,1,1,1,5,FALSE,0.87,0.49,38,7.092884,26.95,0.49,0.961419041666667,1.0525,0.88,0.1725,TL0440352365,52.159697,-0.47519106
792,504403.189,252365.545,PA351,09/10/2012,PA,35,3,1,1,5,FALSE,0.97,0.41,55.4,7.092884,39.29,0.41,0.961419041666667,1.0525,0.88,0.1725,TL0440352365,52.159697,-0.47519106
793,504403.189,252365.545,PA351,09/10/2012,PA,35,3,1,1,5,FALSE,0.97,0.41,55.4,7.092884,39.29,0.41,0.961419041666667,1.0525,0.88,0.1725,TL0440352365,52.159697,-0.47519106
795,504403.189,252365.545,PA352,09/10/2012,PA,35,1,2,1,15,FALSE,1.09,0.31,59,7.092884,41.85,0.31,1.18375728333333,1.27,1.0975,0.1725,TL0440352365,52.159697,-0.47519106
796,504403.189,252365.545,PA352,09/10/2012,PA,35,1,2,1,15,FALSE,1.09,0.31,59,7.092884,41.85,0.31,1.18375728333333,1.27,1.0975,0.1725,TL0440352365,52.159697,-0.47519106
798,504403.189,252365.545,PA352,09/10/2012,PA,35,3,2,1,15,FALSE,1.13,0.28,62.4,7.092884,44.26,0.28,1.18375728333333,1.27,1.0975,0.1725,TL0440352365,52.159697,-0.47519106
799,504403.189,252365.545,PA352,09/10/2012,PA,35,3,2,1,15,FALSE,1.13,0.28,62.4,7.092884,44.26,0.28,1.18375728333333,1.27,1.0975,0.1725,TL0440352365,52.159697,-0.47519106
801,504403.189,252365.545,PA352,09/10/2012,PA,35,2,2,1,15,FALSE,1.15,0.3,56.6,7.092884,40.15,0.3,1.18375728333333,1.27,1.0975,0.1725,TL0440352365,52.159697,-0.47519106
802,504403.189,252365.545,PA352,09/10/2012,PA,35,2,2,1,15,FALSE,1.15,0.3,56.6,7.092884,40.15,0.3,1.18375728333333,1.27,1.0975,0.1725,TL0440352365,52.159697,-0.47519106
804,504403.189,252365.545,PA353,08/12/2012,PA,35,3,3,1,30,FALSE,1.21,0.32,49.5,7.092884,35.11,0.32,1.26987564166667,1.3525,1.21,0.1425,TL0440352365,52.159697,-0.47519106
805,504403.189,252365.545,PA353,08/12/2012,PA,35,3,3,1,30,FALSE,1.21,0.32,49.5,7.092884,35.11,0.32,1.26987564166667,1.3525,1.21,0.1425,TL0440352365,52.159697,-0.47519106
807,504403.189,252365.545,PA353,09/10/2012,PA,35,2,3,1,30,FALSE,1.28,0.26,55,7.092884,39.01,0.26,1.26987564166667,1.3525,1.21,0.1425,TL0440352365,52.159697,-0.47519106
808,504403.189,252365.545,PA353,09/10/2012,PA,35,2,3,1,30,FALSE,1.28,0.26,55,7.092884,39.01,0.26,1.26987564166667,1.3525,1.21,0.1425,TL0440352365,52.159697,-0.47519106
810,504403.189,252365.545,PA353,09/10/2012,PA,35,1,3,1,30,FALSE,1.31,0.27,49.6,7.092884,35.18,0.27,1.26987564166667,1.3525,1.21,0.1425,TL0440352365,52.159697,-0.47519106
811,504403.189,252365.545,PA353,09/10/2012,PA,35,1,3,1,30,FALSE,1.31,0.27,49.6,7.092884,35.18,0.27,1.26987564166667,1.3525,1.21,0.1425,TL0440352365,52.159697,-0.47519106
813,504403.189,252365.545,PA354,09/10/2012,PA,35,3,4,1,50,FALSE,1.33,0.26,44,7.092884,31.21,0.26,1.37158333333333,1.45,1.3,0.15,TL0440352365,52.159697,-0.47519106
814,504403.189,252365.545,PA354,09/10/2012,PA,35,3,4,1,50,FALSE,1.33,0.26,44,7.092884,31.21,0.26,1.37158333333333,1.45,1.3,0.15,TL0440352365,52.159697,-0.47519106
816,504403.189,252365.545,PA354,09/10/2012,PA,35,1,4,1,50,FALSE,1.45,0.2,47.9,7.092884,33.97,0.2,1.37158333333333,1.45,1.3,0.15,TL0440352365,52.159697,-0.47519106
817,504403.189,252365.545,PA354,09/10/2012,PA,35,1,4,1,50,FALSE,1.45,0.2,47.9,7.092884,33.97,0.2,1.37158333333333,1.45,1.3,0.15,TL0440352365,52.159697,-0.47519106
819,504403.189,252365.545,PA354,09/10/2012,PA,35,2,4,1,50,FALSE,1.53,0.2,40.7,7.092884,28.87,0.2,1.37158333333333,1.45,1.3,0.15,TL0440352365,52.159697,-0.47519106
820,504403.189,252365.545,PA354,09/10/2012,PA,35,2,4,1,50,FALSE,1.53,0.2,40.7,7.092884,28.87,0.2,1.37158333333333,1.45,1.3,0.15,TL0440352365,52.159697,-0.47519106
822,504403.189,252425.545,PA281,03/10/2012,PA,28,1,1,1,5,FALSE,0.9,0.42,47,7.092884,33.34,0.42,0.961419041666667,1.0525,0.88,0.1725,TL0440352425,52.160236,-0.47517263
823,504403.189,252425.545,PA281,03/10/2012,PA,28,1,1,1,5,FALSE,0.9,0.42,47,7.092884,33.34,0.42,0.961419041666667,1.0525,0.88,0.1725,TL0440352425,52.160236,-0.47517263
825,504403.189,252425.545,PA281,03/10/2012,PA,28,3,1,1,5,FALSE,1.13,0.33,48,7.092884,34.05,0.33,0.961419041666667,1.0525,0.88,0.1725,TL0440352425,52.160236,-0.47517263
826,504403.189,252425.545,PA281,03/10/2012,PA,28,3,1,1,5,FALSE,1.13,0.33,48,7.092884,34.05,0.33,0.961419041666667,1.0525,0.88,0.1725,TL0440352425,52.160236,-0.47517263
828,504403.189,252425.545,PA281,02/10/2012,PA,28,2,1,1,5,FALSE,0.93,0.42,60,7.092884,42.56,0.42,0.961419041666667,1.0525,0.88,0.1725,TL0440352425,52.160236,-0.47517263
829,504403.189,252425.545,PA281,02/10/2012,PA,28,2,1,1,5,FALSE,0.93,0.42,60,7.092884,42.56,0.42,0.961419041666667,1.0525,0.88,0.1725,TL0440352425,52.160236,-0.47517263
831,504403.189,252425.545,PA282,02/10/2012,PA,28,1,2,1,15,FALSE,1.23,0.26,42,7.092884,29.79,0.26,1.18375728333333,1.27,1.0975,0.1725,TL0440352425,52.160236,-0.47517263
832,504403.189,252425.545,PA282,02/10/2012,PA,28,1,2,1,15,FALSE,1.23,0.26,42,7.092884,29.79,0.26,1.18375728333333,1.27,1.0975,0.1725,TL0440352425,52.160236,-0.47517263
834,504403.189,252425.545,PA282,02/10/2012,PA,28,3,2,1,15,FALSE,1.22,0.25,49,7.092884,34.76,0.25,1.18375728333333,1.27,1.0975,0.1725,TL0440352425,52.160236,-0.47517263
835,504403.189,252425.545,PA282,02/10/2012,PA,28,3,2,1,15,FALSE,1.22,0.25,49,7.092884,34.76,0.25,1.18375728333333,1.27,1.0975,0.1725,TL0440352425,52.160236,-0.47517263
837,504403.189,252425.545,PA282,02/10/2012,PA,28,2,2,1,15,FALSE,1.23,0.27,46,7.092884,32.63,0.27,1.18375728333333,1.27,1.0975,0.1725,TL0440352425,52.160236,-0.47517263
838,504403.189,252425.545,PA282,02/10/2012,PA,28,2,2,1,15,FALSE,1.23,0.27,46,7.092884,32.63,0.27,1.18375728333333,1.27,1.0975,0.1725,TL0440352425,52.160236,-0.47517263
840,504403.189,252425.545,PA283,02/10/2012,PA,28,1,3,1,30,FALSE,1.45,0.22,40,7.092884,28.37,0.22,1.26987564166667,1.3525,1.21,0.1425,TL0440352425,52.160236,-0.47517263
841,504403.189,252425.545,PA283,02/10/2012,PA,28,1,3,1,30,FALSE,1.45,0.22,40,7.092884,28.37,0.22,1.26987564166667,1.3525,1.21,0.1425,TL0440352425,52.160236,-0.47517263
843,504403.189,252425.545,PA283,08/12/2012,PA,28,2,3,1,30,FALSE,1.39,0.23,46,7.092884,32.63,0.23,1.26987564166667,1.3525,1.21,0.1425,TL0440352425,52.160236,-0.47517263
844,504403.189,252425.545,PA283,08/12/2012,PA,28,2,3,1,30,FALSE,1.39,0.23,46,7.092884,32.63,0.23,1.26987564166667,1.3525,1.21,0.1425,TL0440352425,52.160236,-0.47517263
846,504403.189,252425.545,PA283,03/10/2012,PA,28,3,3,1,30,FALSE,1.36,0.24,48.7,7.092884,34.54,0.24,1.26987564166667,1.3525,1.21,0.1425,TL0440352425,52.160236,-0.47517263
847,504403.189,252425.545,PA283,03/10/2012,PA,28,3,3,1,30,FALSE,1.36,0.24,48.7,7.092884,34.54,0.24,1.26987564166667,1.3525,1.21,0.1425,TL0440352425,52.160236,-0.47517263
849,504403.189,252425.545,PA284,02/10/2012,PA,28,1,4,1,50,FALSE,1.39,0.19,47,7.092884,33.34,0.19,1.37158333333333,1.45,1.3,0.15,TL0440352425,52.160236,-0.47517263
850,504403.189,252425.545,PA284,02/10/2012,PA,28,1,4,1,50,FALSE,1.39,0.19,47,7.092884,33.34,0.19,1.37158333333333,1.45,1.3,0.15,TL0440352425,52.160236,-0.47517263
852,504403.189,252425.545,PA284,02/10/2012,PA,28,3,4,1,50,FALSE,1.23,0.18,26.7,7.092884,18.94,0.18,1.37158333333333,1.45,1.3,0.15,TL0440352425,52.160236,-0.47517263
853,504403.189,252425.545,PA284,02/10/2012,PA,28,3,4,1,50,FALSE,1.23,0.18,26.7,7.092884,18.94,0.18,1.37158333333333,1.45,1.3,0.15,TL0440352425,52.160236,-0.47517263
855,504403.189,252425.545,PA284,08/12/2012,PA,28,2,4,1,50,FALSE,1.46,0.2,67.6,7.092884,47.95,0.2,1.37158333333333,1.45,1.3,0.15,TL0440352425,52.160236,-0.47517263
856,504403.189,252425.545,PA284,08/12/2012,PA,28,2,4,1,50,FALSE,1.46,0.2,67.6,7.092884,47.95,0.2,1.37158333333333,1.45,1.3,0.15,TL0440352425,52.160236,-0.47517263
858,504403.189,252455.545,PA241,03/10/2012,PA,24,2,1,1,5,FALSE,0.92,0.38,57.5,7.092884,40.78,0.38,0.961419041666667,1.0525,0.88,0.1725,TL0440352455,52.160506,-0.47516342
859,504403.189,252455.545,PA241,03/10/2012,PA,24,2,1,1,5,FALSE,0.92,0.38,57.5,7.092884,40.78,0.38,0.961419041666667,1.0525,0.88,0.1725,TL0440352455,52.160506,-0.47516342
861,504403.189,252455.545,PA241,03/10/2012,PA,24,1,1,1,5,FALSE,0.93,0.41,55,7.092884,39.01,0.41,0.961419041666667,1.0525,0.88,0.1725,TL0440352455,52.160506,-0.47516342
862,504403.189,252455.545,PA241,03/10/2012,PA,24,1,1,1,5,FALSE,0.93,0.41,55,7.092884,39.01,0.41,0.961419041666667,1.0525,0.88,0.1725,TL0440352455,52.160506,-0.47516342
864,504403.189,252455.545,PA241,03/10/2012,PA,24,3,1,1,5,FALSE,1.1,0.31,57.5,7.092884,40.78,0.31,0.961419041666667,1.0525,0.88,0.1725,TL0440352455,52.160506,-0.47516342
865,504403.189,252455.545,PA241,03/10/2012,PA,24,3,1,1,5,FALSE,1.1,0.31,57.5,7.092884,40.78,0.31,0.961419041666667,1.0525,0.88,0.1725,TL0440352455,52.160506,-0.47516342
867,504403.189,252455.545,PA242,03/10/2012,PA,24,1,2,1,15,FALSE,1.22,0.28,62.9,7.092884,44.61,0.28,1.18375728333333,1.27,1.0975,0.1725,TL0440352455,52.160506,-0.47516342
868,504403.189,252455.545,PA242,03/10/2012,PA,24,1,2,1,15,FALSE,1.22,0.28,62.9,7.092884,44.61,0.28,1.18375728333333,1.27,1.0975,0.1725,TL0440352455,52.160506,-0.47516342
870,504403.189,252455.545,PA242,03/10/2012,PA,24,2,2,1,15,FALSE,1.24,0.26,47.1,7.092884,33.41,0.26,1.18375728333333,1.27,1.0975,0.1725,TL0440352455,52.160506,-0.47516342
871,504403.189,252455.545,PA242,03/10/2012,PA,24,2,2,1,15,FALSE,1.24,0.26,47.1,7.092884,33.41,0.26,1.18375728333333,1.27,1.0975,0.1725,TL0440352455,52.160506,-0.47516342
873,504403.189,252455.545,PA242,03/10/2012,PA,24,3,2,1,15,FALSE,1.27,0.27,38.5,7.092884,27.31,0.27,1.18375728333333,1.27,1.0975,0.1725,TL0440352455,52.160506,-0.47516342
874,504403.189,252455.545,PA242,03/10/2012,PA,24,3,2,1,15,FALSE,1.27,0.27,38.5,7.092884,27.31,0.27,1.18375728333333,1.27,1.0975,0.1725,TL0440352455,52.160506,-0.47516342
876,504403.189,252455.545,PA243,03/10/2012,PA,24,1,3,1,30,FALSE,1.38,0.25,41.3,7.092884,29.29,0.25,1.26987564166667,1.3525,1.21,0.1425,TL0440352455,52.160506,-0.47516342
877,504403.189,252455.545,PA243,03/10/2012,PA,24,1,3,1,30,FALSE,1.38,0.25,41.3,7.092884,29.29,0.25,1.26987564166667,1.3525,1.21,0.1425,TL0440352455,52.160506,-0.47516342
879,504403.189,252455.545,PA243,03/10/2012,PA,24,3,3,1,30,FALSE,1.23,0.29,38.5,7.092884,27.31,0.29,1.26987564166667,1.3525,1.21,0.1425,TL0440352455,52.160506,-0.47516342
880,504403.189,252455.545,PA243,03/10/2012,PA,24,3,3,1,30,FALSE,1.23,0.29,38.5,7.092884,27.31,0.29,1.26987564166667,1.3525,1.21,0.1425,TL0440352455,52.160506,-0.47516342
882,504403.189,252455.545,PA243,03/10/2012,PA,24,2,3,1,30,FALSE,1.25,0.26,53.7,7.092884,38.09,0.26,1.26987564166667,1.3525,1.21,0.1425,TL0440352455,52.160506,-0.47516342
883,504403.189,252455.545,PA243,03/10/2012,PA,24,2,3,1,30,FALSE,1.25,0.26,53.7,7.092884,38.09,0.26,1.26987564166667,1.3525,1.21,0.1425,TL0440352455,52.160506,-0.47516342
885,504403.189,252455.545,PA244,03/10/2012,PA,24,1,4,1,50,TRUE,1.37158333333333,0.19,47.1,7.092884,33.41,0.19,1.37158333333333,1.45,1.3,0.15,TL0440352455,52.160506,-0.47516342
886,504403.189,252455.545,PA244,03/10/2012,PA,24,1,4,1,50,TRUE,1.37158333333333,0.19,47.1,7.092884,33.41,0.19,1.37158333333333,1.45,1.3,0.15,TL0440352455,52.160506,-0.47516342
888,504403.189,252455.545,PA244,03/10/2012,PA,24,2,4,1,50,FALSE,1.4,0.26,60.2,7.092884,42.7,0.26,1.37158333333333,1.45,1.3,0.15,TL0440352455,52.160506,-0.47516342
889,504403.189,252455.545,PA244,03/10/2012,PA,24,2,4,1,50,FALSE,1.4,0.26,60.2,7.092884,42.7,0.26,1.37158333333333,1.45,1.3,0.15,TL0440352455,52.160506,-0.47516342
891,504403.189,252455.545,PA244,03/10/2012,PA,24,3,4,1,50,FALSE,1.41,0.27,40.7,7.092884,28.87,0.27,1.37158333333333,1.45,1.3,0.15,TL0440352455,52.160506,-0.47516342
892,504403.189,252455.545,PA244,03/10/2012,PA,24,3,4,1,50,FALSE,1.41,0.27,40.7,7.092884,28.87,0.27,1.37158333333333,1.45,1.3,0.15,TL0440352455,52.160506,-0.47516342
894,504417.6063,252387.0412,SP271,30/10/2012,SP,27,1,1,1,5,FALSE,1.1,0.34,55.5,7.092884,39.37,0.34,0.999833333333333,1.1,0.9175,0.1825,TL0441752387,52.159892,-0.47497972
895,504417.6063,252387.0412,SP271,30/10/2012,SP,27,1,1,1,5,FALSE,1.1,0.34,55.5,7.092884,39.37,0.34,0.999833333333333,1.1,0.9175,0.1825,TL0441752387,52.159892,-0.47497972
897,504417.6063,252387.0412,SP271,30/10/2012,SP,27,2,1,1,5,FALSE,0.91,0.35,59.8,7.092884,42.42,0.35,0.999833333333333,1.1,0.9175,0.1825,TL0441752387,52.159892,-0.47497972
898,504417.6063,252387.0412,SP271,30/10/2012,SP,27,2,1,1,5,FALSE,0.91,0.35,59.8,7.092884,42.42,0.35,0.999833333333333,1.1,0.9175,0.1825,TL0441752387,52.159892,-0.47497972
900,504417.6063,252387.0412,SP271,30/10/2012,SP,27,3,1,1,5,FALSE,0.98,0.35,53.7,7.092884,38.09,0.35,0.999833333333333,1.1,0.9175,0.1825,TL0441752387,52.159892,-0.47497972
901,504417.6063,252387.0412,SP271,30/10/2012,SP,27,3,1,1,5,FALSE,0.98,0.35,53.7,7.092884,38.09,0.35,0.999833333333333,1.1,0.9175,0.1825,TL0441752387,52.159892,-0.47497972
