X_coord,Y_coord,key,dateCollected,type,ID,rep,depth,block,depth1,ol_bd,BD,MC,coreLength,coreArea,coreVol,VMC,BD_g_mean,group_q75,group_q25,group_iqr,grid,lat,lon
2,1,1,MW11,16/01/2014,MW,1,1,1,1,5,FALSE,0.81,0.54,55,7.092884,39,0.54,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
3,1,1,MW11,16/01/2014,MW,1,1,1,1,5,FALSE,0.81,0.54,55,7.092884,39,0.54,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
5,1,1,MW11,16/01/2014,MW,1,3,1,1,5,FALSE,0.8,0.52,64,7.092884,45.4,0.52,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
6,1,1,MW11,16/01/2014,MW,1,3,1,1,5,FALSE,0.8,0.52,64,7.092884,45.4,0.52,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
8,1,1,MW11,16/01/2014,MW,1,2,1,1,5,FALSE,0.76,0.51,68,7.092884,48.2,0.51,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
9,1,1,MW11,16/01/2014,MW,1,2,1,1,5,FALSE,0.76,0.51,68,7.092884,48.2,0.51,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
11,1,1,MW12,16/01/2014,MW,1,1,2,1,15,FALSE,0.87,0.42,62,7.092884,44,0.42,0.995555555555556,1.09,0.91,0.18,SV0000100001,49.766818,-7.557147
13,1,1,MW12,16/01/2014,MW,1,3,2,1,15,FALSE,0.82,0.37,50,7.092884,35.5,0.37,0.995555555555556,1.09,0.91,0.18,SV0000100001,49.766818,-7.557147
15,1,1,MW13,16/01/2014,MW,1,2,3,1,30,FALSE,1.03,0.29,78,7.092884,55.3,0.29,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
16,1,1,MW13,16/01/2014,MW,1,2,3,1,30,FALSE,1.03,0.29,78,7.092884,55.3,0.29,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
18,1,1,MW13,16/01/2014,MW,1,1,3,1,30,FALSE,1.14,0.29,47,7.092884,33.3,0.29,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
19,1,1,MW13,16/01/2014,MW,1,1,3,1,30,FALSE,1.14,0.29,47,7.092884,33.3,0.29,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
21,1,1,MW13,16/01/2014,MW,1,3,3,1,30,FALSE,1.21,0.28,72,7.092884,51.1,0.28,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
22,1,1,MW13,16/01/2014,MW,1,3,3,1,30,FALSE,1.21,0.28,72,7.092884,51.1,0.28,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
24,1,1,MW14,16/01/2014,MW,1,1,4,1,50,FALSE,1.39,0.2,61,7.092884,43.3,0.2,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
25,1,1,MW14,16/01/2014,MW,1,1,4,1,50,FALSE,1.39,0.2,61,7.092884,43.3,0.2,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
27,1,1,MW14,16/01/2014,MW,1,2,4,1,50,FALSE,1.52,0.19,55,7.092884,39,0.19,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
28,1,1,MW14,16/01/2014,MW,1,2,4,1,50,FALSE,1.52,0.19,55,7.092884,39,0.19,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
30,1,1,MW14,16/01/2014,MW,1,3,4,1,50,FALSE,1.45,0.19,64,7.092884,45.4,0.19,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
31,1,1,MW14,16/01/2014,MW,1,3,4,1,50,FALSE,1.45,0.19,64,7.092884,45.4,0.19,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
33,1,1,MW21,16/01/2014,MW,2,1,1,1,5,FALSE,0.82,0.52,60,7.092884,42.6,0.52,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
34,1,1,MW21,16/01/2014,MW,2,1,1,1,5,FALSE,0.82,0.52,60,7.092884,42.6,0.52,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
36,1,1,MW21,16/01/2014,MW,2,2,1,1,5,FALSE,0.81,0.49,60,7.092884,42.6,0.49,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
37,1,1,MW21,16/01/2014,MW,2,2,1,1,5,FALSE,0.81,0.49,60,7.092884,42.6,0.49,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
39,1,1,MW21,16/01/2014,MW,2,3,1,1,5,FALSE,0.83,0.47,78,7.092884,55.3,0.47,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
40,1,1,MW21,16/01/2014,MW,2,3,1,1,5,FALSE,0.83,0.47,78,7.092884,55.3,0.47,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
42,1,1,MW22,16/01/2014,MW,2,1,2,1,15,FALSE,0.92,0.34,76,7.092884,53.9,0.34,0.995555555555556,1.09,0.91,0.18,SV0000100001,49.766818,-7.557147
43,1,1,MW22,16/01/2014,MW,2,1,2,1,15,FALSE,0.92,0.34,76,7.092884,53.9,0.34,0.995555555555556,1.09,0.91,0.18,SV0000100001,49.766818,-7.557147
45,1,1,MW22,16/01/2014,MW,2,2,2,1,15,FALSE,1.09,0.33,63,7.092884,44.7,0.33,0.995555555555556,1.09,0.91,0.18,SV0000100001,49.766818,-7.557147
46,1,1,MW22,16/01/2014,MW,2,2,2,1,15,FALSE,1.09,0.33,63,7.092884,44.7,0.33,0.995555555555556,1.09,0.91,0.18,SV0000100001,49.766818,-7.557147
48,1,1,MW22,16/01/2014,MW,2,3,2,1,15,FALSE,1.25,0.29,47,7.092884,33.3,0.29,0.995555555555556,1.09,0.91,0.18,SV0000100001,49.766818,-7.557147
49,1,1,MW22,16/01/2014,MW,2,3,2,1,15,FALSE,1.25,0.29,47,7.092884,33.3,0.29,0.995555555555556,1.09,0.91,0.18,SV0000100001,49.766818,-7.557147
51,1,1,MW23,16/01/2014,MW,2,3,3,1,30,FALSE,1.31,0.23,61,7.092884,43.3,0.23,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
52,1,1,MW23,16/01/2014,MW,2,3,3,1,30,FALSE,1.31,0.23,61,7.092884,43.3,0.23,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
54,1,1,MW23,16/01/2014,MW,2,1,3,1,30,FALSE,1.13,0.25,52,7.092884,36.9,0.25,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
55,1,1,MW23,16/01/2014,MW,2,1,3,1,30,FALSE,1.13,0.25,52,7.092884,36.9,0.25,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
57,1,1,MW23,16/01/2014,MW,2,2,3,1,30,FALSE,1.26,0.23,62,7.092884,44,0.23,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
58,1,1,MW23,16/01/2014,MW,2,2,3,1,30,FALSE,1.26,0.23,62,7.092884,44,0.23,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
60,1,1,MW24,16/01/2014,MW,2,1,4,1,50,TRUE,1.43222222222222,0.2,65,7.092884,46.1,0.2,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
61,1,1,MW24,16/01/2014,MW,2,1,4,1,50,TRUE,1.43222222222222,0.2,65,7.092884,46.1,0.2,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
63,1,1,MW24,16/01/2014,MW,2,2,4,1,50,FALSE,1.29,0.21,65,7.092884,46.1,0.21,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
64,1,1,MW24,16/01/2014,MW,2,2,4,1,50,FALSE,1.29,0.21,65,7.092884,46.1,0.21,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
66,1,1,MW24,16/01/2014,MW,2,3,4,1,50,FALSE,1.55,0.18,49,7.092884,34.8,0.18,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
67,1,1,MW24,16/01/2014,MW,2,3,4,1,50,FALSE,1.55,0.18,49,7.092884,34.8,0.18,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
69,1,1,MW31,16/01/2014,MW,3,2,1,1,5,FALSE,0.84,0.53,63,7.092884,44.7,0.53,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
70,1,1,MW31,16/01/2014,MW,3,2,1,1,5,FALSE,0.84,0.53,63,7.092884,44.7,0.53,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
72,1,1,MW31,16/01/2014,MW,3,3,1,1,5,TRUE,0.804444444444444,0.55,70,7.092884,49.7,0.55,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
73,1,1,MW31,16/01/2014,MW,3,3,1,1,5,TRUE,0.804444444444444,0.55,70,7.092884,49.7,0.55,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
75,1,1,MW31,16/01/2014,MW,3,1,1,1,5,TRUE,0.804444444444444,0.49,54,7.092884,38.3,0.49,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
76,1,1,MW31,16/01/2014,MW,3,1,1,1,5,TRUE,0.804444444444444,0.49,54,7.092884,38.3,0.49,0.804444444444444,0.83,0.8,0.0299999999999999,SV0000100001,49.766818,-7.557147
78,1,1,MW32,16/01/2014,MW,3,3,2,1,15,FALSE,1.06,0.37,63,7.092884,44.7,0.37,0.995555555555556,1.09,0.91,0.18,SV0000100001,49.766818,-7.557147
79,1,1,MW32,16/01/2014,MW,3,3,2,1,15,FALSE,1.06,0.37,63,7.092884,44.7,0.37,0.995555555555556,1.09,0.91,0.18,SV0000100001,49.766818,-7.557147
81,1,1,MW32,16/01/2014,MW,3,1,2,1,15,FALSE,1.12,0.34,53,7.092884,37.6,0.34,0.995555555555556,1.09,0.91,0.18,SV0000100001,49.766818,-7.557147
82,1,1,MW32,16/01/2014,MW,3,1,2,1,15,FALSE,1.12,0.34,53,7.092884,37.6,0.34,0.995555555555556,1.09,0.91,0.18,SV0000100001,49.766818,-7.557147
84,1,1,MW32,16/01/2014,MW,3,2,2,1,15,FALSE,0.96,0.39,71,7.092884,50.4,0.39,0.995555555555556,1.09,0.91,0.18,SV0000100001,49.766818,-7.557147
85,1,1,MW32,16/01/2014,MW,3,2,2,1,15,FALSE,0.96,0.39,71,7.092884,50.4,0.39,0.995555555555556,1.09,0.91,0.18,SV0000100001,49.766818,-7.557147
87,1,1,MW33,16/01/2014,MW,3,1,3,1,30,FALSE,1.22,0.26,51,7.092884,36.2,0.26,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
88,1,1,MW33,16/01/2014,MW,3,1,3,1,30,FALSE,1.22,0.26,51,7.092884,36.2,0.26,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
90,1,1,MW33,16/01/2014,MW,3,3,3,1,30,FALSE,1.31,0.27,55,7.092884,39,0.27,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
91,1,1,MW33,16/01/2014,MW,3,3,3,1,30,FALSE,1.31,0.27,55,7.092884,39,0.27,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
93,1,1,MW33,16/01/2014,MW,3,2,3,1,30,FALSE,1.29,0.26,66,7.092884,46.8,0.26,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
94,1,1,MW33,16/01/2014,MW,3,2,3,1,30,FALSE,1.29,0.26,66,7.092884,46.8,0.26,1.21111111111111,1.29,1.14,0.15,SV0000100001,49.766818,-7.557147
96,1,1,MW34,16/01/2014,MW,3,1,4,1,50,FALSE,1.46,0.22,74,7.092884,52.5,0.22,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
97,1,1,MW34,16/01/2014,MW,3,1,4,1,50,FALSE,1.46,0.22,74,7.092884,52.5,0.22,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
99,1,1,MW34,16/01/2014,MW,3,3,4,1,50,FALSE,1.39,0.23,69,7.092884,48.9,0.23,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
100,1,1,MW34,16/01/2014,MW,3,3,4,1,50,FALSE,1.39,0.23,69,7.092884,48.9,0.23,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
102,1,1,MW34,16/01/2014,MW,3,2,4,1,50,FALSE,1.7,0.19,57,7.092884,40.4,0.19,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
103,1,1,MW34,16/01/2014,MW,3,2,4,1,50,FALSE,1.7,0.19,57,7.092884,40.4,0.19,1.43222222222222,1.52,1.39,0.13,SV0000100001,49.766818,-7.557147
105,504245.8465,252398.3282,SP301,23/10/2012,SP,30,1,1,1,5,FALSE,0.87,0.43,51.2,7.092884,36.32,0.43,0.999833333333333,1.1,0.9175,0.1825,TL0424552398,52.160023,-0.47748979
106,504245.8465,252398.3282,SP301,23/10/2012,SP,30,1,1,1,5,FALSE,0.87,0.43,51.2,7.092884,36.32,0.43,0.999833333333333,1.1,0.9175,0.1825,TL0424552398,52.160023,-0.47748979
108,504245.8465,252398.3282,SP301,23/10/2012,SP,30,2,1,1,5,FALSE,0.91,0.46,46.9,7.092884,33.27,0.46,0.999833333333333,1.1,0.9175,0.1825,TL0424552398,52.160023,-0.47748979
109,504245.8465,252398.3282,SP301,23/10/2012,SP,30,2,1,1,5,FALSE,0.91,0.46,46.9,7.092884,33.27,0.46,0.999833333333333,1.1,0.9175,0.1825,TL0424552398,52.160023,-0.47748979
111,504245.8465,252398.3282,SP301,23/10/2012,SP,30,3,1,1,5,FALSE,0.8,0.46,45,7.092884,31.92,0.46,0.999833333333333,1.1,0.9175,0.1825,TL0424552398,52.160023,-0.47748979
112,504245.8465,252398.3282,SP301,23/10/2012,SP,30,3,1,1,5,FALSE,0.8,0.46,45,7.092884,31.92,0.46,0.999833333333333,1.1,0.9175,0.1825,TL0424552398,52.160023,-0.47748979
114,504245.8465,252398.3282,SP302,23/10/2012,SP,30,1,2,1,15,FALSE,1.19,0.24,58.8,7.092884,41.71,0.24,1.2075,1.3,1.1275,0.1725,TL0424552398,52.160023,-0.47748979
115,504245.8465,252398.3282,SP302,23/10/2012,SP,30,1,2,1,15,FALSE,1.19,0.24,58.8,7.092884,41.71,0.24,1.2075,1.3,1.1275,0.1725,TL0424552398,52.160023,-0.47748979
117,504245.8465,252398.3282,SP302,23/10/2012,SP,30,2,2,1,15,FALSE,1.02,0.24,51.3,7.092884,36.39,0.24,1.2075,1.3,1.1275,0.1725,TL0424552398,52.160023,-0.47748979
118,504245.8465,252398.3282,SP302,23/10/2012,SP,30,2,2,1,15,FALSE,1.02,0.24,51.3,7.092884,36.39,0.24,1.2075,1.3,1.1275,0.1725,TL0424552398,52.160023,-0.47748979
120,504245.8465,252398.3282,SP302,23/10/2012,SP,30,3,2,1,15,FALSE,1.08,0.21,50.9,7.092884,36.1,0.21,1.2075,1.3,1.1275,0.1725,TL0424552398,52.160023,-0.47748979
121,504245.8465,252398.3282,SP302,23/10/2012,SP,30,3,2,1,15,FALSE,1.08,0.21,50.9,7.092884,36.1,0.21,1.2075,1.3,1.1275,0.1725,TL0424552398,52.160023,-0.47748979
123,504245.8465,252398.3282,SP303,23/10/2012,SP,30,2,3,1,30,FALSE,1.23,0.18,61.2,7.092884,43.41,0.18,1.3115,1.38,1.24,0.14,TL0424552398,52.160023,-0.47748979
124,504245.8465,252398.3282,SP303,23/10/2012,SP,30,2,3,1,30,FALSE,1.23,0.18,61.2,7.092884,43.41,0.18,1.3115,1.38,1.24,0.14,TL0424552398,52.160023,-0.47748979
126,504245.8465,252398.3282,SP303,23/10/2012,SP,30,1,3,1,30,FALSE,1.24,0.18,36.3,7.092884,25.75,0.18,1.3115,1.38,1.24,0.14,TL0424552398,52.160023,-0.47748979
127,504245.8465,252398.3282,SP303,23/10/2012,SP,30,1,3,1,30,FALSE,1.24,0.18,36.3,7.092884,25.75,0.18,1.3115,1.38,1.24,0.14,TL0424552398,52.160023,-0.47748979
129,504245.8465,252398.3282,SP303,23/10/2012,SP,30,3,3,1,30,FALSE,1.1,0.19,44.4,7.092884,31.49,0.19,1.3115,1.38,1.24,0.14,TL0424552398,52.160023,-0.47748979
130,504245.8465,252398.3282,SP303,23/10/2012,SP,30,3,3,1,30,FALSE,1.1,0.19,44.4,7.092884,31.49,0.19,1.3115,1.38,1.24,0.14,TL0424552398,52.160023,-0.47748979
132,504245.8465,252398.3282,SP304,23/10/2012,SP,30,1,4,1,50,FALSE,1.44,0.18,67.9,7.092884,48.16,0.18,1.4125,1.49,1.365,0.125,TL0424552398,52.160023,-0.47748979
133,504245.8465,252398.3282,SP304,23/10/2012,SP,30,1,4,1,50,FALSE,1.44,0.18,67.9,7.092884,48.16,0.18,1.4125,1.49,1.365,0.125,TL0424552398,52.160023,-0.47748979
135,504245.8465,252398.3282,SP304,23/10/2012,SP,30,2,4,1,50,FALSE,1.41,0.18,51.8,7.092884,36.74,0.18,1.4125,1.49,1.365,0.125,TL0424552398,52.160023,-0.47748979
136,504245.8465,252398.3282,SP304,23/10/2012,SP,30,2,4,1,50,FALSE,1.41,0.18,51.8,7.092884,36.74,0.18,1.4125,1.49,1.365,0.125,TL0424552398,52.160023,-0.47748979
138,504245.8465,252398.3282,SP304,23/10/2012,SP,30,3,4,1,50,FALSE,1.35,0.18,52.6,7.092884,37.31,0.18,1.4125,1.49,1.365,0.125,TL0424552398,52.160023,-0.47748979
139,504245.8465,252398.3282,SP304,23/10/2012,SP,30,3,4,1,50,FALSE,1.35,0.18,52.6,7.092884,37.31,0.18,1.4125,1.49,1.365,0.125,TL0424552398,52.160023,-0.47748979
141,504275.124,252443.3351,SP221,23/10/2012,SP,22,1,1,1,5,FALSE,0.76,0.52,59,7.092884,41.85,0.52,0.999833333333333,1.1,0.9175,0.1825,TL0427552443,52.160422,-0.47703759
142,504275.124,252443.3351,SP221,23/10/2012,SP,22,1,1,1,5,FALSE,0.76,0.52,59,7.092884,41.85,0.52,0.999833333333333,1.1,0.9175,0.1825,TL0427552443,52.160422,-0.47703759
144,504275.124,252443.3351,SP221,23/10/2012,SP,22,3,1,1,5,FALSE,0.81,0.53,39,7.092884,27.66,0.53,0.999833333333333,1.1,0.9175,0.1825,TL0427552443,52.160422,-0.47703759
145,504275.124,252443.3351,SP221,23/10/2012,SP,22,3,1,1,5,FALSE,0.81,0.53,39,7.092884,27.66,0.53,0.999833333333333,1.1,0.9175,0.1825,TL0427552443,52.160422,-0.47703759
147,504275.124,252443.3351,SP221,23/10/2012,SP,22,2,1,1,5,FALSE,0.75,0.5,47.8,7.092884,33.9,0.5,0.999833333333333,1.1,0.9175,0.1825,TL0427552443,52.160422,-0.47703759
148,504275.124,252443.3351,SP221,23/10/2012,SP,22,2,1,1,5,FALSE,0.75,0.5,47.8,7.092884,33.9,0.5,0.999833333333333,1.1,0.9175,0.1825,TL0427552443,52.160422,-0.47703759
150,504275.124,252443.3351,SP222,23/10/2012,SP,22,1,2,1,15,FALSE,1.02,0.35,46.6,7.092884,33.05,0.35,1.2075,1.3,1.1275,0.1725,TL0427552443,52.160422,-0.47703759
151,504275.124,252443.3351,SP222,23/10/2012,SP,22,1,2,1,15,FALSE,1.02,0.35,46.6,7.092884,33.05,0.35,1.2075,1.3,1.1275,0.1725,TL0427552443,52.160422,-0.47703759
153,504275.124,252443.3351,SP222,08/12/2012,SP,22,2,2,1,15,FALSE,1.13,0.39,70,7.092884,49.65,0.39,1.2075,1.3,1.1275,0.1725,TL0427552443,52.160422,-0.47703759
154,504275.124,252443.3351,SP222,08/12/2012,SP,22,2,2,1,15,FALSE,1.13,0.39,70,7.092884,49.65,0.39,1.2075,1.3,1.1275,0.1725,TL0427552443,52.160422,-0.47703759
156,504275.124,252443.3351,SP222,23/10/2012,SP,22,3,2,1,15,FALSE,1.07,0.29,49.6,7.092884,35.18,0.29,1.2075,1.3,1.1275,0.1725,TL0427552443,52.160422,-0.47703759
157,504275.124,252443.3351,SP222,23/10/2012,SP,22,3,2,1,15,FALSE,1.07,0.29,49.6,7.092884,35.18,0.29,1.2075,1.3,1.1275,0.1725,TL0427552443,52.160422,-0.47703759
159,504275.124,252443.3351,SP223,23/10/2012,SP,22,2,3,1,30,FALSE,1.34,0.2,52.8,7.092884,37.45,0.2,1.3115,1.38,1.24,0.14,TL0427552443,52.160422,-0.47703759
160,504275.124,252443.3351,SP223,23/10/2012,SP,22,2,3,1,30,FALSE,1.34,0.2,52.8,7.092884,37.45,0.2,1.3115,1.38,1.24,0.14,TL0427552443,52.160422,-0.47703759
162,504275.124,252443.3351,SP223,23/10/2012,SP,22,1,3,1,30,FALSE,1.49,0.19,53,7.092884,37.59,0.19,1.3115,1.38,1.24,0.14,TL0427552443,52.160422,-0.47703759
163,504275.124,252443.3351,SP223,23/10/2012,SP,22,1,3,1,30,FALSE,1.49,0.19,53,7.092884,37.59,0.19,1.3115,1.38,1.24,0.14,TL0427552443,52.160422,-0.47703759
165,504275.124,252443.3351,SP223,23/10/2012,SP,22,3,3,1,30,TRUE,1.3115,0.28,32,7.092884,22.7,0.28,1.3115,1.38,1.24,0.14,TL0427552443,52.160422,-0.47703759
166,504275.124,252443.3351,SP223,23/10/2012,SP,22,3,3,1,30,TRUE,1.3115,0.28,32,7.092884,22.7,0.28,1.3115,1.38,1.24,0.14,TL0427552443,52.160422,-0.47703759
168,504275.124,252443.3351,SP224,08/12/2012,SP,22,1,4,1,50,FALSE,1.4,0.24,63,7.092884,44.69,0.24,1.4125,1.49,1.365,0.125,TL0427552443,52.160422,-0.47703759
169,504275.124,252443.3351,SP224,08/12/2012,SP,22,1,4,1,50,FALSE,1.4,0.24,63,7.092884,44.69,0.24,1.4125,1.49,1.365,0.125,TL0427552443,52.160422,-0.47703759
171,504275.124,252443.3351,SP224,23/10/2012,SP,22,2,4,1,50,FALSE,1.49,0.14,38.8,7.092884,27.52,0.14,1.4125,1.49,1.365,0.125,TL0427552443,52.160422,-0.47703759
172,504275.124,252443.3351,SP224,23/10/2012,SP,22,2,4,1,50,FALSE,1.49,0.14,38.8,7.092884,27.52,0.14,1.4125,1.49,1.365,0.125,TL0427552443,52.160422,-0.47703759
174,504275.124,252443.3351,SP224,23/10/2012,SP,22,3,4,1,50,FALSE,1.47,0.16,60.9,7.092884,43.2,0.16,1.4125,1.49,1.365,0.125,TL0427552443,52.160422,-0.47703759
175,504275.124,252443.3351,SP224,23/10/2012,SP,22,3,4,1,50,FALSE,1.47,0.16,60.9,7.092884,43.2,0.16,1.4125,1.49,1.365,0.125,TL0427552443,52.160422,-0.47703759
177,504283.189,252425.545,PA251,03/10/2012,PA,25,2,1,1,5,FALSE,0.84,0.46,53.6,7.092884,38.02,0.46,0.961419041666667,1.0525,0.88,0.1725,TL0428352425,52.160259,-0.47692621
178,504283.189,252425.545,PA251,03/10/2012,PA,25,2,1,1,5,FALSE,0.84,0.46,53.6,7.092884,38.02,0.46,0.961419041666667,1.0525,0.88,0.1725,TL0428352425,52.160259,-0.47692621
180,504283.189,252425.545,PA251,03/10/2012,PA,25,1,1,1,5,FALSE,0.77,0.42,59.7,7.092884,42.34,0.42,0.961419041666667,1.0525,0.88,0.1725,TL0428352425,52.160259,-0.47692621
181,504283.189,252425.545,PA251,03/10/2012,PA,25,1,1,1,5,FALSE,0.77,0.42,59.7,7.092884,42.34,0.42,0.961419041666667,1.0525,0.88,0.1725,TL0428352425,52.160259,-0.47692621
183,504283.189,252425.545,PA251,03/10/2012,PA,25,3,1,1,5,FALSE,0.82,0.49,60.6,7.092884,42.98,0.49,0.961419041666667,1.0525,0.88,0.1725,TL0428352425,52.160259,-0.47692621
184,504283.189,252425.545,PA251,03/10/2012,PA,25,3,1,1,5,FALSE,0.82,0.49,60.6,7.092884,42.98,0.49,0.961419041666667,1.0525,0.88,0.1725,TL0428352425,52.160259,-0.47692621
186,504283.189,252425.545,PA252,03/10/2012,PA,25,2,2,1,15,FALSE,1.02,0.37,56.9,7.092884,40.36,0.37,1.18375728333333,1.27,1.0975,0.1725,TL0428352425,52.160259,-0.47692621
187,504283.189,252425.545,PA252,03/10/2012,PA,25,2,2,1,15,FALSE,1.02,0.37,56.9,7.092884,40.36,0.37,1.18375728333333,1.27,1.0975,0.1725,TL0428352425,52.160259,-0.47692621
189,504283.189,252425.545,PA252,03/10/2012,PA,25,3,2,1,15,FALSE,0.95,0.35,64.5,7.092884,45.75,0.35,1.18375728333333,1.27,1.0975,0.1725,TL0428352425,52.160259,-0.47692621
190,504283.189,252425.545,PA252,03/10/2012,PA,25,3,2,1,15,FALSE,0.95,0.35,64.5,7.092884,45.75,0.35,1.18375728333333,1.27,1.0975,0.1725,TL0428352425,52.160259,-0.47692621
192,504283.189,252425.545,PA252,03/10/2012,PA,25,1,2,1,15,FALSE,0.95,0.33,50.6,7.092884,35.89,0.33,1.18375728333333,1.27,1.0975,0.1725,TL0428352425,52.160259,-0.47692621
193,504283.189,252425.545,PA252,03/10/2012,PA,25,1,2,1,15,FALSE,0.95,0.33,50.6,7.092884,35.89,0.33,1.18375728333333,1.27,1.0975,0.1725,TL0428352425,52.160259,-0.47692621
195,504283.189,252425.545,PA253,03/10/2012,PA,25,1,3,1,30,FALSE,1.14,0.32,48.4,7.092884,34.33,0.32,1.26987564166667,1.3525,1.21,0.1425,TL0428352425,52.160259,-0.47692621
196,504283.189,252425.545,PA253,03/10/2012,PA,25,1,3,1,30,FALSE,1.14,0.32,48.4,7.092884,34.33,0.32,1.26987564166667,1.3525,1.21,0.1425,TL0428352425,52.160259,-0.47692621
198,504283.189,252425.545,PA253,03/10/2012,PA,25,2,3,1,30,FALSE,1.03,0.32,60.4,7.092884,42.84,0.32,1.26987564166667,1.3525,1.21,0.1425,TL0428352425,52.160259,-0.47692621
199,504283.189,252425.545,PA253,03/10/2012,PA,25,2,3,1,30,FALSE,1.03,0.32,60.4,7.092884,42.84,0.32,1.26987564166667,1.3525,1.21,0.1425,TL0428352425,52.160259,-0.47692621
201,504283.189,252425.545,PA253,03/10/2012,PA,25,3,3,1,30,FALSE,1.32,0.28,50.4,7.092884,35.75,0.28,1.26987564166667,1.3525,1.21,0.1425,TL0428352425,52.160259,-0.47692621
202,504283.189,252425.545,PA253,03/10/2012,PA,25,3,3,1,30,FALSE,1.32,0.28,50.4,7.092884,35.75,0.28,1.26987564166667,1.3525,1.21,0.1425,TL0428352425,52.160259,-0.47692621
204,504283.189,252425.545,PA254,03/10/2012,PA,25,3,4,1,50,FALSE,1.32,0.28,55.9,7.092884,39.65,0.28,1.37158333333333,1.45,1.3,0.15,TL0428352425,52.160259,-0.47692621
205,504283.189,252425.545,PA254,03/10/2012,PA,25,3,4,1,50,FALSE,1.32,0.28,55.9,7.092884,39.65,0.28,1.37158333333333,1.45,1.3,0.15,TL0428352425,52.160259,-0.47692621
207,504283.189,252425.545,PA254,03/10/2012,PA,25,1,4,1,50,FALSE,1.3,0.26,50,7.092884,35.46,0.26,1.37158333333333,1.45,1.3,0.15,TL0428352425,52.160259,-0.47692621
