treatment,ID,depth,massDensity,cumFRC,ol_frm,block
PA,14,4,0.110255567422672,3.97269701067349,FALSE,1
PA,15,1,7.28282740842794,3.64141370421397,FALSE,1
PA,15,2,0.300770932294019,3.79179917036098,FALSE,1
PA,15,3,0.146113151767833,3.93791232212881,FALSE,1
PA,15,4,0.188672942362747,4.12658526449156,FALSE,1
PA,16,1,4.66244413959068,2.33122206979534,FALSE,1
PA,16,2,0.988358089368234,2.82540111447946,FALSE,1
PA,16,3,0.0837106598669878,2.90911177434644,FALSE,1
PA,16,4,0.431692792756073,3.34080456710252,FALSE,1
PA,17,1,4.72180682359608,2.36090341179804,FALSE,1
PA,17,2,1.3539553552352,3.69259232530688,FALSE,1
PA,17,3,0.364905910503774,2.72580932230181,FALSE,1
PA,17,4,0.289805325387467,3.01561464768928,FALSE,1
PA,18,1,3.38602276121626,1.69301138060813,FALSE,1
PA,18,2,0.937773006229222,2.16189788372274,FALSE,1
PA,18,3,0.478346627811359,2.6402445115341,FALSE,1
PA,18,4,0.536210473556961,3.17645498509106,FALSE,1
PA,19,1,6.17502010447391,3.08751005223695,FALSE,1
PA,19,2,0.516460503857732,3.34574030416582,FALSE,1
PA,19,3,0.203485488987578,3.5492257931534,FALSE,1
PA,19,4,0.422507244132975,3.97173303728637,FALSE,1
PA,20,1,9.34974640310862,7.68228097469809,TRUE,1
PA,20,2,1.67285755912329,0.836428779561643,FALSE,1
PA,20,3,1.39674873354563,2.23317751310727,TRUE,1
PA,20,4,0.774230260036512,3.00740777314378,FALSE,1
PA,21,1,5.132324887116,2.566162443558,FALSE,1
PA,21,2,0.909362115607699,3.02084350136185,FALSE,1
PA,21,3,0.256338862750585,3.27718236411243,FALSE,1
PA,21,4,0.52164958569744,3.79883194980987,FALSE,1
PA,22,1,2.87036531853136,1.90849405941587,FALSE,1
PA,22,2,0.946622800300373,0.473311400150187,FALSE,1
PA,22,3,0.135976706382924,2.04447076579879,FALSE,1
PA,22,4,0.215011900128486,2.25948266592728,FALSE,1
PA,23,1,3.70890292042252,1.85445146021126,FALSE,1
PA,23,2,0.923273603004318,3.20771364837492,FALSE,1
PA,23,3,0.634618974789171,2.48907043500043,FALSE,1
PA,23,4,0.257006411872331,2.74607684687276,FALSE,1
PA,24,1,4.32031290246246,2.33377024574808,FALSE,1
PA,24,2,0.419211977372011,2.54337623443409,FALSE,1
PA,24,3,0.223381008968367,2.76675724340245,FALSE,1
PA,24,4,0.17361379451685,0.17361379451685,FALSE,1
PA,25,1,2.08323150399542,1.04161575199771,FALSE,1
PA,25,2,0.525291940188369,1.3042617220919,FALSE,1
PA,25,3,0.38281068576329,1.68707240785519,FALSE,1
PA,25,4,0.0345978833160298,1.72167029117122,FALSE,1
PA,26,1,1.73173829826126,0.865869149130631,FALSE,1
PA,26,2,0.0623593579575942,0.897048828109428,FALSE,1
PA,26,3,0.256338862750585,1.15338769086001,FALSE,1
PA,26,4,0.310486847241719,1.46387453810173,FALSE,1
PA,27,1,1.72971343059014,0.86485671529507,FALSE,1
PA,27,2,0.732139769399916,1.23092659999503,FALSE,1
PA,27,3,0.44004838105517,1.6709749810502,FALSE,1
PA,27,4,0.0986904621589751,1.76966544320917,FALSE,1
PA,28,1,7.39943488901459,3.69971744450729,FALSE,1
PA,28,2,0.781554902190641,4.09049489560261,FALSE,1
PA,28,3,0.147116216882944,4.23761111248556,FALSE,1
PA,28,4,0.264870851525567,4.50248196401113,FALSE,1
PA,29,1,2.92435559750157,1.46217779875078,FALSE,1
PA,29,2,0.20345594695956,1.56390577223056,FALSE,1
PA,29,3,0.0505422852027096,1.61444805743327,FALSE,1
PA,29,4,0.00633646627023917,1.62078452370351,FALSE,1
PA,30,1,2.32650783024458,1.16325391512229,FALSE,1
PA,30,2,0.930716897761903,1.62861236400324,FALSE,1
PA,30,3,0.491885795522511,2.12049815952575,FALSE,1
PA,30,4,0.319115727097667,2.43961388662342,FALSE,1
PA,31,1,5.66556356838561,2.8327817841928,FALSE,1
PA,31,2,0.370216019404172,3.01788979389489,FALSE,1
PA,31,3,0.325119441225688,3.34300923512058,FALSE,1
PA,31,4,0.301401966714689,3.64441120183527,FALSE,1
PA,32,1,1.55503296146777,0.777516480733885,FALSE,1
PA,32,2,0.771354024690209,1.16319349307899,FALSE,1
PA,32,3,0.44269721597026,1.60589070904925,FALSE,1
PA,32,4,0.373999224993819,1.97988993404307,FALSE,1
PA,33,1,1.44455283551801,0.722276417759007,FALSE,1
PA,33,2,0.243773232223595,0.844163033870804,FALSE,1
PA,33,3,0.617882174015029,1.46204520788583,FALSE,1
PA,33,4,0.215842332316046,1.67788754020188,FALSE,1
PA,34,1,2.48352921257201,1.24176460628601,FALSE,1
PA,34,2,0.295852236671983,1.389690724622,FALSE,1
PA,34,3,0.37467611856832,1.76436684319032,FALSE,1
PA,34,4,0.112042151930719,1.87640899512104,FALSE,1
PA,35,1,2.53525940716861,1.26762970358431,FALSE,1
PA,35,2,0.89424219876507,1.71475080296684,FALSE,1
PA,35,3,0.235831753730538,1.95058255669738,FALSE,1
PA,35,4,0.072744812402193,2.02332736909957,FALSE,1
PA,36,1,4.04160940270089,2.02080470135044,FALSE,1
PA,36,2,0.72356443307241,2.38258691788665,FALSE,1
PA,36,3,0.586403504610851,3.12760009382442,FALSE,1
PA,36,4,0.158609671326924,2.54119658921357,FALSE,1
PA,37,1,1.64162216898491,1.38384336736254,FALSE,1
PA,37,2,0.573558205404433,1.67062247006476,FALSE,1
PA,37,3,0.313303054472937,0.563032282870087,FALSE,1
PA,37,4,0.24972922839715,0.24972922839715,FALSE,1
PA,38,1,1.20006259257937,0.732335225451279,FALSE,1
PA,38,2,0.263174565757267,0.863922508329913,FALSE,1
PA,38,3,0.232760523959847,1.09668303228976,FALSE,1
PA,38,4,0.132303929161592,0.132303929161592,FALSE,1
PA,39,1,2.41731698810445,1.20865849405223,FALSE,1
PA,39,2,0.679934288430629,1.84582688070746,FALSE,1
PA,39,3,0.371867730939782,2.21769461164724,FALSE,1
PA,39,4,0.29720124243992,1.50585973649215,FALSE,1
PA,40,1,3.47025575360787,1.73512787680394,FALSE,1
PA,40,2,0.495617630539953,1.98293669207391,FALSE,1
PA,40,3,0.204617393098254,2.18755408517217,FALSE,1
PA,40,4,0.187150054663038,2.37470413983521,FALSE,1
SP,1,1,3.73752114394774,1.86876057197387,FALSE,1
SP,1,2,1.86589374663882,2.80170744529328,FALSE,1
SP,1,3,0.371691350988348,3.17339879628163,FALSE,1
SP,1,4,0.231217654201027,3.40461645048266,FALSE,1
SP,3,1,5.44266711551409,2.72133355775704,FALSE,1
SP,3,2,0.684954046216137,3.06381058086511,FALSE,1
SP,3,3,0.612223710663617,3.67603429152873,FALSE,1
SP,3,4,0.598316894095044,4.27435118562377,FALSE,1
SP,4,1,4.24147878804172,2.12073939402086,FALSE,1
SP,4,2,2.92522749839528,3.5833531432185,FALSE,1
SP,4,3,0.668140021177672,4.25149316439617,FALSE,1
SP,4,4,1.02437104676751,5.27586421116367,TRUE,1
SP,7,1,1.07109789824228,0.535548949121142,FALSE,1
SP,7,2,2.48064633636484,1.77587211730356,FALSE,1
SP,7,3,0.380663211184618,2.15653532848818,FALSE,1
SP,7,4,2.11747596701766,4.27401129550584,TRUE,1
SP,8,1,3.27978829129827,1.63989414564914,FALSE,1
SP,8,2,1.11570439443082,2.19774634286455,FALSE,1
SP,8,3,2.22766990544428,4.42541624830883,TRUE,1
SP,8,4,0.170049355223798,4.59546560353263,FALSE,1
SP,11,1,4.42576893646928,2.21288446823464,FALSE,1
SP,11,2,1.1401738999427,2.78297141820599,FALSE,1
SP,11,3,0.74119846407866,3.52416988228465,FALSE,1
SP,11,4,0.124003312191009,3.64817319447566,FALSE,1
SP,12,1,6.3359276706062,3.1679638353031,FALSE,1
SP,12,2,2.79065813468678,4.56329290264649,FALSE,1
SP,12,3,1.10615160048608,5.66944450313257,FALSE,1
SP,12,4,0.45955317245628,6.12899767558885,FALSE,1
SP,14,1,1.27794666956066,0.638973334780332,FALSE,1
SP,14,2,0.94634689741483,1.11214678348775,FALSE,1
SP,14,3,0.515644610486709,1.62779139397446,FALSE,1
SP,14,4,0.125574908472958,1.75336630244741,FALSE,1
SP,16,1,7.20271190111103,3.60135595055551,FALSE,1
SP,16,2,0.692298684883748,3.94750529299739,FALSE,1
SP,16,3,1.31511483752551,5.2626201305229,TRUE,1
SP,16,4,0.325353171952665,5.58797330247557,FALSE,1
SP,17,1,4.30741810878875,2.15370905439438,FALSE,1
SP,17,2,1.35142379714363,2.82942095296619,FALSE,1
SP,17,3,0.0985535821837199,2.92797453514991,FALSE,1
SP,17,4,0.189346492086185,3.11732102723609,FALSE,1
SP,18,1,2.29073338823177,1.14536669411589,FALSE,1
SP,18,2,0.142535675331644,1.21663453178171,FALSE,1
SP,18,3,0.113077808909601,1.32971234069131,FALSE,1
SP,18,4,0.254278996889196,1.58399133758051,FALSE,1
SP,20,1,4.08457667874289,2.04228833937144,FALSE,1
SP,20,2,1.71426614464453,2.89942141169371,FALSE,1
SP,20,3,0.217130914334092,3.1165523260278,FALSE,1
SP,20,4,0.014879828444625,3.13143215447243,FALSE,1
SP,21,1,5.84354507340164,2.92177253670082,FALSE,1
SP,21,2,2.66623425994005,4.25488966667085,FALSE,1
SP,21,3,1.15188867687071,5.40677834354156,FALSE,1
SP,21,4,0.436896940030227,5.84367528357178,FALSE,1
SP,22,1,3.9316911553471,1.96584557767355,FALSE,1
SP,22,2,1.16825403074132,2.89731835874297,FALSE,1
SP,22,3,0.336444757360142,2.30229033503369,FALSE,1
SP,22,4,0.0109010083386202,2.31319134337231,FALSE,1
SP,24,1,4.15529136343049,5.46304794464615,FALSE,1
SP,24,2,3.256146760297,7.09112132479465,TRUE,1
SP,24,3,1.23272889826527,8.32385022305992,FALSE,1
SP,24,4,0.57377266712624,8.89762289018616,FALSE,1
SP,26,1,3.25075092318518,1.62537546159259,FALSE,1
SP,26,2,2.11022802456556,2.68048947387537,FALSE,1
SP,26,3,1.01971277163362,3.70020224550898,FALSE,1
SP,26,4,0.177820652538694,3.87802289804768,FALSE,1
SP,27,1,13.2805392580389,6.64026962901943,TRUE,1
SP,27,2,2.33897889871978,7.80975907837932,FALSE,1
SP,27,3,1.23204309258952,9.04180217096884,FALSE,1
SP,27,4,0.330484189718227,9.37228636068707,FALSE,1
SP,30,1,2.06820097366357,1.03410048683178,FALSE,1
SP,30,2,2.45695553244566,2.26257825305461,FALSE,1
SP,30,3,0.635820904665666,2.89839915772028,FALSE,1
SP,30,4,0.658662212974958,3.55706137069524,FALSE,1
SP,33,1,5.98927079697325,2.99463539848662,FALSE,1
SP,33,2,1.23335839218326,3.61131459457825,FALSE,1
SP,33,3,0.821312134544031,4.43262672912229,FALSE,1
SP,33,4,0.253253302365624,4.68588003148791,FALSE,1
SP,34,1,4.99112347727872,2.49556173863936,FALSE,1
SP,34,2,0.426163359322847,2.70864341830078,FALSE,1
SP,34,3,0.395625030520673,3.10426844882146,FALSE,1
SP,34,4,0.311307493616421,3.41557594243788,FALSE,1
