NR.SAS,type,ID,depth,X_coord,Y_coord,block,depth1,di,reps,reps_included,ol_occ,OC2,BD,MC,coreLength,coreArea,coreVol,VMC,BD_g_mean,group_q75,group_q25,group_iqr,mEquiv,mMeas,BD1,mMeas1,tC1,MSOC1,vsoc1,tC,MSOC,vsoc
47,PA,10,5,504553.189,252545.545,1,83,45,1,1,FALSE,0.494992,1.25,0.22,62.3333333333333,7.092884,44.21231,0.22,1.37158333333333,1.45,1.3,0.15,450000,56.25,1.4125,63.5625,31.853907079646,22.2714937071,6.991762,35.9955,22.27185567,6.1874
48,PA,10,6,504553.189,252545.545,1,128,45,1,1,FALSE,0.721266,1.25,0.22,62.3333333333333,7.092884,44.21231,0.22,1.37158333333333,1.45,1.3,0.15,450000,56.25,1.4125,63.5625,31.853907079646,32.4523854529875,10.18788225,35.9955,32.45291287875,9.015825
49,PA,11,1,504583.189,252545.545,1,5,10,1,1,FALSE,5.666846,0.93,0.247,59.6666666666667,7.092884,42.3208733333333,0.247,0.961419041666667,1.0525,0.88,0.1725,1e+05,9.3,1.0509,10.509,9.51465324959559,56.6625047115386,59.552884614,10.751688172043,56.66318983322,52.7016678
50,PA,11,2,504583.189,252545.545,1,15,10,1,1,FALSE,3.424041,1.17666666666667,0.215333333333333,59,7.092884,41.8480166666667,0.215333333333333,1.18375728333333,1.27,1.0975,0.1725,1e+05,11.7666666666667,1.32963333333333,13.2963333333333,7.51987041540274,34.2358572809517,45.527190483,8.4975835694051,34.23638104509,40.2895491
51,PA,11,3,504583.189,252545.545,1,30,20,1,1,FALSE,1.921316,1.34,0.214333333333333,50,7.092884,35.46442,0.214333333333333,1.26987564166667,1.3525,1.21,0.1425,2e+05,26.8,1.5142,30.284,13.2062948091401,38.4205014866256,29.092566872,14.9233731343284,38.42117087312,25.7456344
52,PA,11,4,504583.189,252545.545,1,50,20,1,1,FALSE,0.851064,1.26666666666667,0.236666666666667,53.3333333333333,7.092884,37.8287166666667,0.236666666666667,1.37158333333333,1.45,1.3,0.15,2e+05,25.3333333333333,1.43133333333333,28.6266666666667,13.9709855612483,17.018843687456,12.18156272,15.7874736842105,17.0191239712,10.780144
53,PA,11,5,504583.189,252545.545,1,83,45,1,1,FALSE,0.486927,1.26666666666667,0.236666666666667,53.3333333333333,7.092884,37.8287166666667,0.236666666666667,1.37158333333333,1.45,1.3,0.15,450000,57,1.43133333333333,64.41,31.4347175128086,21.908578703193,6.96954846,35.5218157894737,21.9089395161,6.167742
54,PA,11,6,504583.189,252545.545,1,128,45,2,2,FALSE,0.7282105,1.26666666666667,0.236666666666667,53.3333333333333,7.092884,37.8287166666667,0.236666666666667,1.37158333333333,1.45,1.3,0.15,450000,57,1.43133333333333,64.41,31.4347175128086,32.7647820961695,10.4231196233333,35.5218157894737,32.76532170015,9.22399966666667
55,PA,12,1,504523.189,252515.545,1,5,10,1,1,FALSE,6.291067,0.966666666666667,0.393333333333333,56.4333333333333,7.092884,40.03,0.393333333333333,0.961419041666667,1.0525,0.88,0.1725,1e+05,9.66666666666667,1.09233333333333,10.9233333333333,9.1537146780592,62.9037980578137,68.7194218633333,10.3438275862069,62.9045886352333,60.8136476666667
56,PA,12,2,504523.189,252515.545,1,15,10,2,2,FALSE,3.417338,1.04666666666667,0.29,50.2666666666667,7.092884,35.65,0.29,1.18375728333333,1.27,1.0975,0.1725,1e+05,10.4666666666667,1.18273333333333,11.8273333333333,8.45399126317569,34.1693382004361,40.4179956386667,9.55314012738854,34.1698031862267,35.7681377333333
57,PA,12,3,504523.189,252515.545,1,30,20,1,1,FALSE,3.219873,1.11666666666667,0.336666666666667,49.8333333333333,7.092884,35.3466666666667,0.336666666666667,1.26987564166667,1.3525,1.21,0.1425,2e+05,22.3333333333333,1.26183333333333,25.2366666666667,15.8479537709682,64.389334113839,40.629430805,17.908447761194,64.3902689503,35.9552485
58,PA,12,4,504523.189,252515.545,1,50,20,2,1,FALSE,0.983312,1.22666666666667,0.313333333333333,55.5166666666667,7.092884,39.3766666666667,0.313333333333333,1.37158333333333,1.45,1.3,0.15,2e+05,24.5333333333333,1.38613333333333,27.7226666666667,14.4266263947672,19.6635139969195,13.6300154026667,16.302347826087,19.6638276078933,12.0619605333333
59,PA,12,5,504523.189,252515.545,1,83,45,2,1,FALSE,0.681627,1.22666666666667,0.313333333333333,55.5166666666667,7.092884,39.3766666666667,0.313333333333333,1.37158333333333,1.45,1.3,0.15,450000,55.2,1.38613333333333,62.376,32.4599093882263,30.6689632834248,9.448259056,36.6802826086957,30.66945241896,8.3612912
60,PA,12,6,504523.189,252515.545,1,128,45,1,1,FALSE,0.465493,1.22666666666667,0.313333333333333,55.5166666666667,7.092884,39.3766666666667,0.313333333333333,1.37158333333333,1.45,1.3,0.15,450000,55.2,1.38613333333333,62.376,32.4599093882263,20.9442814408632,6.45235363733333,36.6802826086957,20.94461547864,5.71004746666667
