NR.SAS,type,ID,depth,X_coord,Y_coord,block,depth1,di,reps,reps_included,ol_occ,OC2,BD,MC,coreLength,coreArea,coreVol,VMC,BD_g_mean,group_q75,group_q25,group_iqr,mEquiv,mMeas,BD1,mMeas1,tC1,MSOC1,vsoc1,tC,MSOC,vsoc
61,PA,14,1,504493.189,252485.545,1,5,10,1,1,FALSE,3.993796,1,0.255666666666667,45.2,7.092884,32.0602866666667,0.255666666666667,0.961419041666667,1.0525,0.88,0.1725,1e+05,10,1.13,11.3,8.84855752212389,39.93344701052,45.1298948,9.999,39.933966204,39.93796
62,PA,14,2,504493.189,252485.545,1,15,10,1,1,FALSE,2.52532,1.11333333333333,0.212666666666667,63.9333333333333,7.092884,45.34839,0.212666666666667,1.18375728333333,1.27,1.0975,0.1725,1e+05,11.1333333333333,1.25806666666667,12.5806666666667,7.94770436118913,25.2500229790853,31.7702091466667,8.98103592814371,25.2503884770667,28.1152293333333
63,PA,14,3,504493.189,252485.545,1,30,20,1,1,FALSE,1.618051,1.28666666666667,0.21,60.3666666666667,7.092884,42.81744,0.21,1.26987564166667,1.3525,1.21,0.1425,2e+05,25.7333333333333,1.45393333333333,29.0786666666667,13.7537888944931,32.3563149234321,23.5253828393333,15.5420414507772,32.3568562154267,20.8189228666667
64,PA,14,4,504493.189,252485.545,1,50,20,1,1,FALSE,0.826453,1.48,0.168333333333333,61.2333333333333,7.092884,43.4331466666667,0.168333333333333,1.37158333333333,1.45,1.3,0.15,2e+05,29.6,1.6724,33.448,11.9568615163836,16.5262956800056,13.821599972,13.5115135135135,16.52661369912,12.2315044
65,PA,14,5,504493.189,252485.545,1,83,45,1,1,FALSE,0.548059,1.48,0.168333333333333,61.2333333333333,7.092884,43.4331466666667,0.168333333333333,1.37158333333333,1.45,1.3,0.15,450000,66.6,1.6724,75.258,26.9029384118632,24.6585304175778,9.165738716,30.4009054054054,24.65900492706,8.1112732
66,PA,14,6,504493.189,252485.545,1,128,45,2,2,FALSE,0.84315,1.48,0.168333333333333,61.2333333333333,7.092884,43.4331466666667,0.168333333333333,1.37158333333333,1.45,1.3,0.15,450000,66.6,1.6724,75.258,26.9029384118632,37.93540462173,14.1008406,30.4009054054054,37.936134621,12.47862
67,PA,15,1,504523.189,252485.545,1,5,10,1,1,FALSE,4.859838,0.946666666666667,0.304666666666667,59.3333333333333,7.092884,42.0844466666667,0.304666666666667,0.961419041666667,1.0525,0.88,0.1725,1e+05,9.46666666666667,1.06973333333333,10.6973333333333,9.34712414308862,48.5931812692968,51.987307032,10.5623802816901,48.59377935336,46.0064664
68,PA,15,2,504523.189,252485.545,1,15,10,1,1,FALSE,3.22402,1.14,0.227333333333333,52,7.092884,36.8829966666667,0.227333333333333,1.18375728333333,1.27,1.0975,0.1725,1e+05,11.4,1.2882,12.882,7.76176975624903,32.236046817436,41.53182564,8.7709298245614,32.2365246172,36.753828
69,PA,15,3,504523.189,252485.545,1,30,20,1,1,FALSE,2.326993,1.38666666666667,0.177666666666667,54.6666666666667,7.092884,38.7744333333333,0.177666666666667,1.26987564166667,1.3525,1.21,0.1425,2e+05,27.7333333333333,1.56693333333333,31.3386666666667,12.7617848876787,46.5325675142037,36.4624289813333,14.4210769230769,46.5334064727467,32.2676362666667
70,PA,15,4,504523.189,252485.545,1,50,20,1,1,FALSE,0.619104,1.43333333333333,0.168,63.3333333333333,7.092884,44.9216,0.168,1.37158333333333,1.45,1.3,0.15,2e+05,28.6666666666667,1.61966666666667,32.3933333333333,12.3462197983124,12.380074515776,10.02742112,13.951488372093,12.3803052352,8.873824
71,PA,15,5,504523.189,252485.545,1,83,45,1,1,FALSE,0.401052,1.43333333333333,0.168,63.3333333333333,7.092884,44.9216,0.168,1.37158333333333,1.45,1.3,0.15,450000,64.5,1.61966666666667,72.885,27.7789945462029,18.044416932498,6.49570556,31.3908488372093,18.0447532146,5.748412
72,PA,15,6,504523.189,252485.545,1,128,45,1,1,FALSE,0.220249,1.43333333333333,0.168,63.3333333333333,7.092884,44.9216,0.168,1.37158333333333,1.45,1.3,0.15,450000,64.5,1.61966666666667,72.885,27.7789945462029,9.9095997151635,3.56729963666667,31.3908488372093,9.90978439395,3.15690233333333
73,PA,16,1,504493.189,252455.545,1,5,10,1,1,FALSE,4.736284,1.09,0.309666666666667,53.2333333333333,7.092884,37.7583766666667,0.309666666666667,0.961419041666667,1.0525,0.88,0.1725,1e+05,10.9,1.2317,12.317,8.11786011204027,47.3570063189972,58.336810028,9.1733119266055,47.35767745044,51.6254956
74,PA,16,2,504493.189,252455.545,1,15,10,1,1,FALSE,2.604997,1.29333333333333,0.233666666666667,40.4,7.092884,28.6555066666667,0.233666666666667,1.18375728333333,1.27,1.0975,0.1725,1e+05,12.9333333333333,1.46146666666667,14.6146666666667,6.84144138308549,26.0461628837177,38.0711628226667,7.7309587628866,26.0466008705467,33.6912945333333
75,PA,16,3,504493.189,252455.545,1,30,20,1,1,FALSE,1.339412,1.37333333333333,0.205,46.5333333333333,7.092884,33.0057666666667,0.205,1.26987564166667,1.3525,1.21,0.1425,2e+05,27.4666666666667,1.55186666666667,31.0373333333333,12.8857051293066,26.7840828223285,20.7858883573333,14.5611067961165,26.7845610817067,18.3945914666667
76,PA,16,4,504493.189,252455.545,1,50,20,1,1,FALSE,0.566258,1.38666666666667,0.228,54.3,7.092884,38.5114733333333,0.228,1.37158333333333,1.45,1.3,0.15,2e+05,27.7333333333333,1.56693333333333,31.3386666666667,12.7617848876787,11.3233854229291,8.87288535466667,14.4210769230769,11.3235895778133,7.85211093333333
77,PA,16,5,504493.189,252455.545,1,83,45,1,1,FALSE,0.720276,1.38666666666667,0.228,54.3,7.092884,38.5114733333333,0.228,1.37158333333333,1.45,1.3,0.15,450000,62.4,1.56693333333333,70.512,28.7140159972771,32.4073411898688,11.286244736,32.4474230769231,32.40792547776,9.9878272
78,PA,16,6,504493.189,252455.545,1,128,45,2,2,FALSE,0.9769775,1.38666666666667,0.228,54.3,7.092884,38.5114733333333,0.228,1.37158333333333,1.45,1.3,0.15,450000,62.4,1.56693333333333,70.512,28.7140159972771,43.957098636252,15.3085861066667,32.4474230769231,43.9578911604,13.5474213333333
79,PA,17,1,504553.189,252455.545,1,5,10,1,1,FALSE,4.408912,0.97,0.296333333333333,55.6666666666667,7.092884,39.4837233333333,0.296333333333333,0.961419041666667,1.0525,0.88,0.1725,1e+05,9.7,1.0961,10.961,9.12225517744731,44.0842873915568,48.326084432,10.3082783505155,44.08484335536,42.7664464
80,PA,17,2,504553.189,252455.545,1,15,10,1,1,FALSE,2.359511,1.26666666666667,0.211333333333333,56.6666666666667,7.092884,40.19301,0.211333333333333,1.18375728333333,1.27,1.0975,0.1725,1e+05,12.6666666666667,1.43133333333333,14.3133333333333,6.98549278062413,23.5917327532553,33.7724674466667,7.89373684210526,23.5921212860667,29.8871393333333
81,PA,17,3,504553.189,252455.545,1,30,20,1,1,FALSE,1.375713,1.16666666666667,0.215,63.6666666666667,7.092884,45.1580266666667,0.215,1.26987564166667,1.3525,1.21,0.1425,2e+05,23.3333333333333,1.31833333333333,26.3666666666667,15.1686700379267,27.51063270339,18.13648305,17.1408571428571,27.511050003,16.049985
82,PA,17,4,504553.189,252455.545,1,50,20,1,1,FALSE,0.876775,1.44333333333333,0.199333333333333,54.8666666666667,7.092884,38.91629,0.199333333333333,1.37158333333333,1.45,1.3,0.15,2e+05,28.8666666666667,1.63096666666667,32.6193333333333,12.2606663124119,17.5326400184017,14.2999079916667,13.8548129330254,17.5329690428333,12.6547858333333
83,PA,17,5,504553.189,252455.545,1,83,45,1,1,FALSE,0.477509,1.44333333333333,0.199333333333333,54.8666666666667,7.092884,38.91629,0.199333333333333,1.37158333333333,1.45,1.3,0.15,450000,64.95,1.63096666666667,73.3935,27.5864992029267,21.4844003943209,7.78801262033333,31.1733290993072,21.484803579045,6.89204656666667
84,PA,17,6,504553.189,252455.545,1,128,45,2,1,FALSE,0.509099,1.44333333333333,0.199333333333333,54.8666666666667,7.092884,38.91629,0.199333333333333,1.37158333333333,1.45,1.3,0.15,450000,64.95,1.63096666666667,73.3935,27.5864992029267,22.9057185442544,8.30323499033333,31.1733290993072,22.906148401995,7.34799556666667
85,PA,18,1,504583.189,252455.545,1,5,10,1,1,FALSE,4.744662,0.856666666666667,0.302333333333333,54.3333333333333,7.092884,38.538,0.302333333333333,0.961419041666667,1.0525,0.88,0.1725,1e+05,8.56666666666667,0.968033333333333,9.68033333333333,10.3292227884715,47.4420270090286,45.929909714,11.6721517509728,47.44255540622,40.6459378
86,PA,18,2,504583.189,252455.545,1,15,10,1,1,FALSE,2.899568,1.16333333333333,0.236666666666667,63,7.092884,44.6851666666667,0.236666666666667,1.18375728333333,1.27,1.0975,0.1725,1e+05,11.6333333333333,1.31456666666667,13.1456666666667,7.60606950325836,28.9918683245595,38.1167544053333,8.59498853868195,28.9923068358933,33.7316410666667
87,PA,18,3,504583.189,252455.545,1,30,20,1,1,FALSE,2.339871,1.18329188055556,0.257333333333333,62.6666666666667,7.092884,44.44874,0.257333333333333,1.26987564166667,1.3525,1.21,0.1425,2e+05,23.6658376111111,1.33711982502778,26.7423965005556,14.955522598683,46.7911626241958,31.2868790210757,16.9000005365118,46.7918824992883,27.6875035584741
88,PA,18,4,504583.189,252455.545,1,50,20,1,1,FALSE,0.655127,1.33,0.235333333333333,59.6666666666667,7.092884,42.3208733333333,0.235333333333333,1.37158333333333,1.45,1.3,0.15,2e+05,26.6,1.5029,30.058,13.3056052964269,13.1005708192634,9.845903683,15.0355939849624,13.10079736218,8.7131891
89,PA,18,5,504583.189,252455.545,1,83,45,1,1,FALSE,0.859981,1.33,0.235333333333333,59.6666666666667,7.092884,42.3208733333333,0.235333333333333,1.37158333333333,1.45,1.3,0.15,450000,59.85,1.5029,67.6305,29.9376119169605,38.6933289054979,12.924654449,33.8300864661654,38.693998013715,11.4377473
90,PA,18,6,504583.189,252455.545,1,128,45,2,2,TRUE,1.195303,1.33,0.235333333333333,59.6666666666667,7.092884,42.3208733333333,0.235333333333333,1.37158333333333,1.45,1.3,0.15,450000,59.85,1.5029,67.6305,29.9376119169605,53.7805511060459,17.964208787,33.8300864661654,53.781481111545,15.8975299
91,PA,19,1,504493.189,252425.545,1,5,10,1,1,FALSE,4.647431,1.04333333333333,0.312333333333333,54.0666666666667,7.092884,38.34743,0.312333333333333,0.961419041666667,1.0525,0.88,0.1725,1e+05,10.4333333333333,1.17896666666667,11.7896666666667,8.48100401481524,46.4688308337654,54.7916623463333,9.58366453674122,46.4694611803233,48.4881967666667
92,PA,19,2,504493.189,252425.545,1,15,10,1,1,FALSE,2.205102,1.37666666666667,0.211,56.9666666666667,7.092884,40.4091,0.211,1.18375728333333,1.27,1.0975,0.1725,1e+05,13.7666666666667,1.55563333333333,15.5563333333333,6.42725001607063,22.0475896698254,34.303301746,7.26292251815981,22.04798430958,30.3569042
93,PA,19,3,504493.189,252425.545,1,30,20,1,1,FALSE,1.570858,1.36,0.222,58.0333333333333,7.092884,41.16196,0.222,1.26987564166667,1.3525,1.21,0.1425,2e+05,27.2,1.5368,30.736,13.012055179594,31.4123318108512,24.140945744,14.7038823529412,31.41288726624,21.3636688
94,PA,19,4,504493.189,252425.545,1,50,20,1,1,FALSE,0.501786,1.48,0.201333333333333,54.3,7.092884,38.5140833333333,0.201333333333333,1.37158333333333,1.45,1.3,0.15,2e+05,29.6,1.6724,33.448,11.9568615163836,10.0340416261872,8.391869064,13.5115135135135,10.03423471344,7.4264328
95,PA,19,5,504493.189,252425.545,1,83,45,1,1,FALSE,0.460545,1.48,0.201333333333333,54.3,7.092884,38.5140833333333,0.201333333333333,1.37158333333333,1.45,1.3,0.15,450000,66.6,1.6724,75.258,26.9029384118632,20.721059030439,7.70215458,30.4009054054054,20.7214577703,6.816066
96,PA,19,6,504493.189,252425.545,1,128,45,1,1,FALSE,0.570304,1.48,0.201333333333333,54.3,7.092884,38.5140833333333,0.201333333333333,1.37158333333333,1.45,1.3,0.15,450000,66.6,1.6724,75.258,26.9029384118632,25.6593880061568,9.537764096,30.4009054054054,25.65988177536,8.4404992
97,PA,20,1,504523.189,252425.545,1,5,10,1,1,FALSE,4.69796,1.12,0.240333333333333,58,7.092884,41.1387266666667,0.240333333333333,0.961419041666667,1.0525,0.88,0.1725,1e+05,11.2,1.2656,12.656,7.90039064475348,46.973654261824,59.45738176,8.92757142857143,46.9743382848,52.617152
98,PA,20,2,504523.189,252425.545,1,15,10,1,1,FALSE,2.944791,1.19,0.194666666666667,53.6666666666667,7.092884,38.0651466666667,0.194666666666667,1.18375728333333,1.27,1.0975,0.1725,1e+05,11.9,1.3447,13.447,7.43560295976798,29.4439501395423,39.598604577,8.40236134453782,29.44440569871,35.0430129
99,PA,20,3,504523.189,252425.545,1,30,20,1,1,FALSE,2.024157,1.37333333333333,0.2,47.3333333333333,7.092884,33.5729833333333,0.2,1.26987564166667,1.3525,1.21,0.1425,2e+05,27.4666666666667,1.55186666666667,31.0373333333333,12.8857051293066,40.4768575564472,31.412217764,14.5611067961165,40.47758031544,27.7984228
100,PA,20,4,504523.189,252425.545,1,50,20,3,3,TRUE,2.13871433333333,1.33333333333333,0.194666666666667,62,7.092884,43.9758833333333,0.194666666666667,1.37158333333333,1.45,1.3,0.15,2e+05,26.6666666666667,1.50666666666667,30.1333333333333,13.2723362831858,42.7678420074756,32.2232959555555,14.998,42.7685834284445,28.5161911111111
101,PA,20,5,504523.189,252425.545,1,83,45,1,1,FALSE,0.570806,1.33333333333333,0.194666666666667,62,7.092884,43.9758833333333,0.194666666666667,1.37158333333333,1.45,1.3,0.15,450000,60,1.50666666666667,67.8,29.8627566371681,25.68239993532,8.60014373333333,33.7455,25.682845164,7.61074666666667
102,PA,20,6,504523.189,252425.545,1,128,45,1,1,FALSE,0.472431,1.33333333333333,0.194666666666667,62,7.092884,43.9758833333333,0.194666666666667,1.37158333333333,1.45,1.3,0.15,450000,60,1.50666666666667,67.8,29.8627566371681,21.25619191782,7.1179604,33.7455,21.256560414,6.29908
103,PA,21,1,504373.189,252485.545,1,5,10,1,1,FALSE,5.911015,1.100095,0.26,62.4444444433333,7.092884,44.29111111,0.26,0.961419041666667,1.0525,0.88,0.1725,1e+05,11.00095,1.24310735,12.4310735,8.04335755286943,59.1028019738076,73.4802619246025,9.08912403474245,59.1036473219536,65.02678046425
104,PA,21,2,504373.189,252485.545,1,15,10,1,1,FALSE,2.176206,1.27029133333333,0.203333333333333,55.6666666666667,7.092884,39.4866666666667,0.203333333333333,1.18375728333333,1.27,1.0975,0.1725,1e+05,12.7029133333333,1.43542920666667,14.3542920666667,6.96555742655666,21.7589362103479,31.2378965212324,7.87120989200902,21.7592955843787,27.64415621348
105,PA,21,3,504373.189,252485.545,1,30,20,1,1,FALSE,1.678801,1.378359,0.166926666666667,44.6666666666667,7.092884,31.685,0.166926666666667,1.26987564166667,1.3525,1.21,0.1425,2e+05,27.56718,1.55754567,31.1509134,12.8387149692118,33.5707903815433,26.1480922834167,14.5080079152093,33.5713920190649,23.13990467559
106,PA,21,4,504373.189,252485.545,1,50,20,1,1,FALSE,0.585998,1.37666666666667,0.173333333333333,57,7.092884,40.43,0.173333333333333,1.37158333333333,1.45,1.3,0.15,2e+05,27.5333333333333,1.55563333333333,31.1126666666667,12.8545000321413,11.7181368039559,9.11598022066667,14.5258450363196,11.7183465521733,8.06723913333333
107,PA,21,5,504373.189,252485.545,1,83,45,1,1,FALSE,0.399878,1.37666666666667,0.173333333333333,57,7.092884,40.43,0.173333333333333,1.37158333333333,1.45,1.3,0.15,450000,61.95,1.55563333333333,70.0035,28.9226250723178,17.9917107140427,6.22063546066667,32.6831513317191,17.99203275579,5.50498713333333
108,PA,21,6,504373.189,252485.545,1,128,45,1,1,FALSE,0.287615,1.37666666666667,0.173333333333333,57,7.092884,40.43,0.173333333333333,1.37158333333333,1.45,1.3,0.15,450000,61.95,1.55563333333333,70.0035,28.9226250723178,12.9406615943348,4.47423481166667,32.6831513317191,12.940893225075,3.95949983333333
109,PA,22,1,504313.189,252455.545,1,5,10,1,1,FALSE,6.463162,1.05666666666667,0.363333333333333,53.0666666666667,7.092884,37.6366666666667,0.363333333333333,0.961419041666667,1.0525,0.88,0.1725,1e+05,10.5666666666667,1.19403333333333,11.9403333333333,8.37397557298791,64.6239027691333,77.1723086673333,9.46272239747634,64.6247905921533,68.2940784666667
110,PA,22,2,504313.189,252455.545,1,15,10,1,1,FALSE,3.246055,1.22333333333333,0.256666666666667,47.4333333333333,7.092884,33.6433333333333,0.256666666666667,1.18375728333333,1.27,1.0975,0.1725,1e+05,12.2333333333333,1.38236666666667,13.8236666666667,7.23297072653179,32.4560627617698,44.8723823016667,8.17338692098093,32.4565789927167,39.7100728333333
111,PA,22,3,504313.189,252455.545,1,30,20,1,1,FALSE,2.452258,1.30333333333333,0.256666666666667,48.1,7.092884,34.12,0.256666666666667,1.26987564166667,1.3525,1.21,0.1425,2e+05,26.0666666666667,1.47276666666667,29.4553333333333,13.5778836656633,49.0379367923191,36.1160384046667,15.3432685421995,49.0387677808133,31.9610959333333
112,PA,22,4,504313.189,252455.545,1,50,20,1,1,FALSE,0.520356,1.36,0.2,45.4333333333333,7.092884,32.2266666666667,0.2,1.37158333333333,1.45,1.3,0.15,2e+05,27.2,1.5368,30.736,13.012055179594,10.4055206337984,7.996831008,14.7038823529412,10.40570463168,7.0768416
113,PA,22,5,504313.189,252455.545,1,83,45,3,1,FALSE,0.427491,1.36,0.2,45.4333333333333,7.092884,32.2266666666667,0.2,1.37158333333333,1.45,1.3,0.15,450000,61.2,1.5368,69.156,29.2771241540864,19.2341386432404,6.569681688,33.0837352941176,19.23447875508,5.8138776
114,PA,22,6,504313.189,252455.545,1,128,45,1,1,FALSE,0.314321,1.36,0.2,45.4333333333333,7.092884,32.2266666666667,0.2,1.37158333333333,1.45,1.3,0.15,450000,61.2,1.5368,69.156,29.2771241540864,14.1422712816924,4.830485128,33.0837352941176,14.14252135548,4.2747656
115,PA,23,1,504343.189,252455.545,1,5,10,1,1,FALSE,5.858719,0.956666666666667,0.346666666666667,58.4,7.092884,41.42,0.346666666666667,0.961419041666667,1.0525,0.88,0.1725,1e+05,9.56666666666667,1.08103333333333,10.8103333333333,9.24940855971139,58.5808565294704,63.3347052963333,10.4519616724739,58.5815851588233,56.0484117666667
116,PA,23,2,504343.189,252455.545,1,15,10,1,1,FALSE,2.780994,1.35,0.246666666666667,41.5666666666667,7.092884,29.48,0.246666666666667,1.18375728333333,1.27,1.0975,0.1725,1e+05,13.5,1.5255,15.255,6.55422779416585,27.805697593653,42.42406347,7.40640740740741,27.8061856581,37.543419
117,PA,23,3,504343.189,252455.545,1,30,20,1,1,FALSE,1.366851,1.34333333333333,0.246666666666667,42.8333333333333,7.092884,30.38,0.246666666666667,1.26987564166667,1.3525,1.21,0.1425,2e+05,26.8666666666667,1.51796666666667,30.3593333333333,13.1735198840554,27.3328703314874,20.748342563,14.8863374689826,27.33334772698,18.3613651
118,PA,23,4,504343.189,252455.545,1,50,20,1,1,FALSE,0.477407,1.46666666666667,0.186666666666667,50.8333333333333,7.092884,36.0566666666667,0.186666666666667,1.37158333333333,1.45,1.3,0.15,2e+05,29.3333333333333,1.65733333333333,33.1466666666667,12.0655784392599,9.54655755493067,7.91222534666667,13.6343636363636,9.54673960613333,7.00196933333333
119,PA,23,5,504343.189,252455.545,1,83,45,2,1,FALSE,0.554,1.46666666666667,0.186666666666667,50.8333333333333,7.092884,36.0566666666667,0.186666666666667,1.37158333333333,1.45,1.3,0.15,450000,66,1.65733333333333,74.58,27.1475514883347,24.925868268,9.18162666666667,30.6773181818182,24.9263436,8.12533333333333
120,PA,23,6,504343.189,252455.545,1,128,45,2,1,FALSE,0.487,1.46666666666667,0.186666666666667,50.8333333333333,7.092884,36.0566666666667,0.186666666666667,1.37158333333333,1.45,1.3,0.15,450000,66,1.65733333333333,74.58,27.1475514883347,21.911367954,8.07121333333333,30.6773181818182,21.9117858,7.14266666666667
121,PA,24,1,504403.189,252455.545,1,5,10,2,2,FALSE,6.548273,0.983333333333333,0.366666666666667,56.6666666666667,7.092884,40.19,0.366666666666667,0.961419041666667,1.0525,0.88,0.1725,1e+05,9.83333333333333,1.11116666666667,11.1116666666667,8.99855002249888,65.4754537773182,72.7622268183333,10.1684915254237,65.4762908648833,64.3913511666667
122,PA,24,2,504403.189,252455.545,1,15,10,1,1,FALSE,2.988222,1.24333333333333,0.27,49.5,7.092884,35.11,0.27,1.18375728333333,1.27,1.0975,0.1725,1e+05,12.4333333333333,1.40496666666667,14.0496666666667,7.11660658615863,29.8780216476974,41.983523026,8.04189544235925,29.87850464398,37.1535602
123,PA,24,3,504403.189,252455.545,1,30,20,1,1,FALSE,1.803744,1.28666666666667,0.266666666666667,44.5,7.092884,31.5633333333333,0.266666666666667,1.26987564166667,1.3525,1.21,0.1425,2e+05,25.7333333333333,1.45393333333333,29.0786666666667,13.7537888944931,36.0696349529472,26.225235264,15.5420414507772,36.07023836544,23.2081728
124,PA,24,4,504403.189,252455.545,1,50,20,1,1,FALSE,1.123412,1.39386111111111,0.24,49.3333333333333,7.092884,34.9933333333333,0.24,1.37158333333333,1.45,1.3,0.15,2e+05,27.8772222222222,1.57506305555556,31.5012611111111,12.6959043343415,22.4647011105253,17.6944473736778,14.3466318978059,22.4651082394029,15.6588029855556
125,PA,24,5,504403.189,252455.545,1,83,45,1,1,FALSE,0.735747,1.39386111111111,0.24,49.3333333333333,7.092884,34.9933333333333,0.24,1.37158333333333,1.45,1.3,0.15,450000,62.72375,1.57506305555556,70.8778375,28.5657847522683,33.1034001843693,11.5884791793583,32.2799217700632,33.1040001189109,10.2552913091667
126,PA,24,6,504403.189,252455.545,1,128,45,1,1,FALSE,0.609011,1.39386111111111,0.24,49.3333333333333,7.092884,34.9933333333333,0.24,1.37158333333333,1.45,1.3,0.15,450000,62.72375,1.57506305555556,70.8778375,28.5657847522683,27.4011784617306,9.59230726526944,32.2799217700632,27.4016750546289,8.48876749138889
127,PA,26,1,504343.189,252425.545,1,5,10,1,1,FALSE,6.672895,1.01666666666667,0.316666666666667,51.2333333333333,7.092884,36.3366666666667,0.316666666666667,0.961419041666667,1.0525,0.88,0.1725,1e+05,10.1666666666667,1.14883333333333,11.4883333333333,8.70348280864646,66.7212839557942,76.6604420583333,9.83506557377049,66.7221658900833,67.8410991666667
128,PA,26,2,504343.189,252425.545,1,15,10,1,1,FALSE,3.190672,1.19666666666667,0.23,53.4333333333333,7.092884,37.8966666666667,0.23,1.18375728333333,1.27,1.0975,0.1725,1e+05,11.9666666666667,1.35223333333333,13.5223333333333,7.39417341681663,31.9024054669659,43.1453303413333,8.35554596100279,31.9029018291733,38.1817082666667
129,PA,26,3,504343.189,252425.545,1,30,20,1,1,FALSE,1.96974,1.26666666666667,0.236666666666667,54.6166666666667,7.092884,38.7366666666667,0.236666666666667,1.26987564166667,1.3525,1.21,0.1425,2e+05,25.3333333333333,1.43133333333333,28.6266666666667,13.9709855612483,39.38916129096,28.1935452,15.7874736842105,39.389809992,24.95004
130,PA,26,4,504343.189,252425.545,1,50,20,2,1,FALSE,0.593602,1.49333333333333,0.176666666666667,52.5,7.092884,37.2366666666667,0.176666666666667,1.37158333333333,1.45,1.3,0.15,2e+05,29.8666666666667,1.68746666666667,33.7493333333333,11.8500859671302,11.8700366328235,10.0168358826667,13.3908571428571,11.8702671086933,8.86445653333333
131,PA,26,5,504343.189,252425.545,1,83,45,2,1,FALSE,0.458843,1.49333333333333,0.176666666666667,52.5,7.092884,37.2366666666667,0.176666666666667,1.37158333333333,1.45,1.3,0.15,450000,67.2,1.68746666666667,75.936,26.662693426043,20.6444507297952,7.74282267733333,30.1294285714286,20.64485157504,6.85205546666667
132,PA,26,6,504343.189,252425.545,1,128,45,1,1,FALSE,0.48888,1.49333333333333,0.176666666666667,52.5,7.092884,37.2366666666667,0.176666666666667,1.37158333333333,1.45,1.3,0.15,450000,67.2,1.68746666666667,75.936,26.662693426043,21.995887640832,8.24968704,30.1294285714286,21.9963147264,7.300608
133,PA,27,1,504373.189,252425.545,1,5,10,1,1,FALSE,5.80935,1.00333333333333,0.326666666666667,70,7.092884,49.65,0.326666666666667,0.961419041666667,1.0525,0.88,0.1725,1e+05,10.0333333333333,1.13376666666667,11.3376666666667,8.81915699879458,58.086913552615,65.86447385,9.96577740863787,58.0876712855,58.287145
134,PA,27,2,504373.189,252425.545,1,15,10,1,1,FALSE,2.643544,1.28666666666667,0.23,56.3333333333333,7.092884,39.9566666666667,0.23,1.18375728333333,1.27,1.0975,0.1725,1e+05,12.8666666666667,1.45393333333333,14.5393333333333,6.87689444724655,26.4315964632603,38.4353673973333,7.7710207253886,26.4320386400533,34.0135994666667
135,PA,27,3,504373.189,252425.545,1,30,20,1,1,FALSE,1.855001,1.27,0.233333333333333,48,7.092884,34.05,0.233333333333333,1.26987564166667,1.3525,1.21,0.1425,2e+05,25.4,1.4351,28.702,13.9343110584628,37.0946957761298,26.621119351,15.746031496063,37.09530829746,23.5585127
136,PA,27,4,504373.189,252425.545,1,50,20,1,1,FALSE,0.566258,1.31666666666667,0.19,59.6666666666667,7.092884,42.32,0.19,1.37158333333333,1.45,1.3,0.15,2e+05,26.3333333333333,1.48783333333333,29.7566666666667,13.4403658563907,11.3234750049447,8.42497527666667,15.1878734177215,11.3236688539333,7.45573033333333
137,PA,27,5,504373.189,252425.545,1,83,45,2,1,FALSE,0.688766,1.31666666666667,0.19,59.6666666666667,7.092884,42.32,0.19,1.37158333333333,1.45,1.3,0.15,450000,59.25,1.48783333333333,66.9525,30.2408231768791,30.9898585394385,10.2476901366667,34.1727151898734,30.99038906145,9.06875233333333
138,PA,27,6,504373.189,252425.545,1,128,45,1,1,FALSE,0.98346,1.31666666666667,0.19,59.6666666666667,7.092884,42.32,0.19,1.37158333333333,1.45,1.3,0.15,450000,59.25,1.48783333333333,66.9525,30.2408231768791,44.249115489435,14.6322457,34.1727151898734,44.2498729995,12.94889
139,PA,28,1,504403.189,252425.545,1,5,10,1,1,FALSE,5.863851,0.986666666666667,0.39,51.6666666666667,7.092884,36.65,0.39,0.961419041666667,1.0525,0.88,0.1725,1e+05,9.86666666666667,1.11493333333333,11.1493333333333,8.96814613728773,58.6319721970584,65.378029416,10.1341351351351,58.63272433368,57.8566632
140,PA,28,2,504403.189,252425.545,1,15,10,1,1,FALSE,2.602737,1.22666666666667,0.26,45.6666666666667,7.092884,32.3933333333333,0.26,1.18375728333333,1.27,1.0975,0.1725,1e+05,12.2666666666667,1.38613333333333,13.8613333333333,7.21331319738361,26.0237622594864,36.077405136,8.15117391304348,26.02417730928,31.9269072
141,PA,28,3,504403.189,252425.545,1,30,20,1,1,FALSE,1.967766,1.4,0.23,44.9,7.092884,31.8466666666667,0.23,1.26987564166667,1.3525,1.21,0.1425,2e+05,28,1.582,31.64,12.6402250316056,39.349093988376,31.13005812,14.2837142857143,39.3498102552,27.548724
142,PA,28,4,504403.189,252425.545,1,50,20,1,1,FALSE,0.940576,1.36,0.19,47.1,7.092884,33.41,0.19,1.37158333333333,1.45,1.3,0.15,2e+05,27.2,1.5368,30.736,13.012055179594,18.8086290456064,14.454771968,14.7038823529412,18.80896163328,12.7918336
143,PA,28,5,504403.189,252425.545,1,83,45,2,1,FALSE,0.452546,1.36,0.19,47.1,7.092884,33.41,0.19,1.37158333333333,1.45,1.3,0.15,450000,61.2,1.5368,69.156,29.2771241540864,20.3614403728824,6.954726928,33.0837352941177,20.36180041848,6.1546256
